sizes	no_filter_forward	no_filter_backward	no_filter_inference	flex_filter_forward	flex_filter_backward	flex_filter_inference	const_filter_forward	const_filter_backward	const_filter_inference
1305	0.587907	10.6298	0.609891	0.250325	0.00516129	0.253101	0.356591	0.246564	0.36929
1306	0.749751	12.6406	0.77957	0.307229	0.0049696	0.313548	0.424853	0.152835	0.4355
1380	0.566991	10.3171	0.584614	0.217547	0.00496459	0.222064	0.21799	0.006814	0.216532
1345	0.619939	12.3099	0.647181	0.248622	0.00535679	0.253601	0.373503	0.235947	0.384194
1334	0.700815	14.15	0.73577	0.285171	0.00520897	0.289373	0.429638	0.33168	0.429931
1292	0.610586	9.29291	0.627136	0.240195	0.00468063	0.245111	0.344285	0.204774	0.346461
1246	0.438095	5.67164	0.444005	0.157458	0.00449824	0.161446	0.15914	0.00616407	0.159992
1230	0.556311	9.26195	0.584849	0.22799	0.00492859	0.234364	0.226179	0.00781369	0.231577
1194	0.791955	12.2297	0.833824	0.333991	0.00453353	0.336464	0.318337	0.00465441	0.324842
1151	0.734662	9.52918	0.764337	0.293045	0.00427651	0.296386	0.281642	0.00432682	0.284683
1201	0.85252	11.2296	0.879789	0.346223	0.00445318	0.335623	0.327039	0.0155344	0.332466
1236	0.590367	7.32042	0.585319	0.232399	0.00444436	0.238125	0.372448	0.310887	0.383589
1241	0.674793	9.57145	0.704437	0.24931	0.00447607	0.255431	0.249139	0.00647068	0.250443
1253	1.03971	18.5834	1.09117	0.421705	0.00480723	0.423617	0.395606	0.00471783	0.402018
1310	0.8176	14.1448	0.827502	0.303359	0.00494695	0.314072	0.29638	0.00497961	0.29664
1355	1.36558	28.3862	1.43346	0.578883	0.00523901	0.582206	0.611156	0.0661886	0.608428
1423	0.996093	18.2161	0.995899	0.384335	0.005265	0.387044	0.646147	0.568885	0.657745
1431	1.19263	27.032	1.23597	0.456126	0.00650597	0.458182	0.489618	0.0669601	0.485044
1447	1.09642	24.3538	1.11256	0.421167	0.005723	0.428597	0.406323	0.00705194	0.403636
1454	0.910636	17.4648	0.905773	0.329535	0.00564194	0.33604	0.316188	0.00615406	0.321365
1509	1.31279	34.2783	1.38101	0.496742	0.00799632	0.501691	0.582272	0.117306	0.589938
1529	1.2278	27.4898	1.25221	0.467201	0.00612211	0.472752	0.828243	0.898587	0.852258
1541	1.50027	41.1313	1.53868	0.575531	0.00645089	0.580474	0.79724	0.522112	0.788574
1528	0.784992	14.7212	0.739134	0.262257	0.00597978	0.26677	0.346623	0.113108	0.34153
1524	0.844455	20.8575	0.876869	0.335004	0.00922108	0.339892	0.318981	0.00783515	0.320925
1487	1.40814	38.4495	1.49955	0.54072	0.00607014	0.544502	0.538621	0.0391698	0.544075
1459	1.39478	35.3061	1.43035	0.525204	0.00599241	0.534457	0.785411	0.574951	0.795198
1416	1.28836	28.1077	1.30991	0.446245	0.00585508	0.449614	0.646566	0.466357	0.645056
1420	1.38182	30.4631	1.41728	0.510449	0.00625825	0.519944	0.755479	0.617765	0.759875
1426	1.889	44.7582	1.94928	0.73913	0.00563622	0.734596	0.722733	0.00815248	0.71999
1437	0.972825	18.9492	0.91109	0.271633	0.00554037	0.276669	0.426863	0.346047	0.437048
1418	1.08042	26.3272	1.11698	0.369251	0.00605321	0.37601	0.364084	0.00787139	0.363192
1425	1.14646	22.5705	1.16685	0.421778	0.0056777	0.425188	0.413794	0.0123014	0.421835
1441	1.48016	35.6044	1.54369	0.580033	0.00589442	0.590235	0.550189	0.00597072	0.559712
1458	1.61781	39.6167	1.67099	0.550834	0.00580931	0.566472	0.835774	0.606878	0.852267
1462	1.63085	39.2836	1.65721	0.614664	0.00569916	0.627239	0.608693	0.00791526	0.601939
1443	1.12365	21.0822	1.09177	0.42695	0.00714898	0.432288	0.428386	0.0107417	0.424499
1424	2.01014	48.5178	2.10619	0.78803	0.00581074	0.793604	1.34696	1.64763	1.36876
1495	0.957785	17.3662	0.882719	0.30822	0.006181	0.312801	0.352068	0.00761914	0.315264
1500	1.60926	43.3872	1.69566	0.646864	0.00634289	0.6501	0.849046	0.412927	0.850292
1534	1.96398	53.3318	2.02357	0.672551	0.00661874	0.676271	0.654182	0.00771976	0.659459
1538	1.43964	38.0482	1.41118	0.471191	0.00650287	0.473223	0.447797	0.00669217	0.454285
1543	1.15203	29.0187	1.15124	0.388898	0.0061233	0.391329	0.543791	0.315701	0.552088
1509	1.12036	28.8153	1.12643	0.398708	0.0294087	0.399484	0.502206	0.172047	0.503647
1495	1.63468	42.0589	1.70374	0.660739	0.00647569	0.665635	0.680535	0.0604041	0.68554
1524	1.62912	39.6891	1.67007	0.618742	0.00619483	0.61675	0.821027	0.442899	0.825281
1585	1.80499	47.9013	1.86181	0.679039	0.00648236	0.68715	0.666183	0.00892329	0.662492
1609	1.13364	31.6395	1.0925	0.352716	0.00668168	0.35736	0.340539	0.00750065	0.350685
1566	1.27438	33.0507	1.30147	0.467597	0.00766683	0.470809	0.446163	0.00673485	0.455662
1547	1.44382	35.8472	1.48776	0.574688	0.00673985	0.576747	0.790453	0.448257	0.801261
1628	1.31821	33.7984	1.34047	0.458821	0.00709581	0.465048	0.4445	0.00850439	0.443376
1655	1.49261	45.1408	1.52694	0.552336	0.00708532	0.571862	0.645701	0.097513	0.647508
1601	1.92836	62.1631	1.99067	0.706215	0.00722718	0.711647	0.680274	0.00822711	0.681789
1557	1.59556	42.8355	1.59692	0.538672	0.00730538	0.553121	0.524611	0.00639081	0.528123
1547	1.293	33.3494	1.29464	0.476373	0.00671768	0.479863	0.453131	0.00612211	0.450503
1570	1.24409	34.9099	1.26324	0.443532	0.00685573	0.451433	0.434138	0.00721002	0.439418
1553	1.72884	46.7461	1.76599	0.646476	0.00721955	0.645053	0.85909	0.527456	0.869828
1574	1.62086	40.3197	1.66002	0.612895	0.0088532	0.614031	0.784369	0.249205	0.791667
1575	2.11933	56.6511	2.1851	0.847293	0.00673962	0.856447	1.22814	1.07296	1.23351
1671	1.31736	34.561	1.27407	0.434554	0.00687695	0.443014	0.456235	0.00861216	0.440846
1636	2.00767	66.5346	2.06839	0.769237	0.00749254	0.778471	0.737458	0.00739551	0.740855
1676	3.1434	101.792	3.25309	1.29916	0.00703049	1.30374	1.28757	0.0072844	1.26883
1769	1.99451	65.3521	1.94947	0.701021	0.00676513	0.70742	1.06951	1.01356	1.06842
1791	2.45631	94.9238	2.51493	0.910791	0.00750661	0.914332	1.12962	0.631294	1.12427
1807	2.028	73.7261	2.02819	0.713647	0.0383897	0.71508	0.68947	0.00925112	0.685344
1807	2.4372	97.1108	2.51221	0.928748	0.00745034	0.932853	0.911026	0.0234094	0.908218
1796	1.831	62.1423	1.76958	0.58506	0.007231	0.592353	0.569896	0.00784826	0.564294
1827	2.06973	83.6655	2.11598	0.704714	0.00756168	0.711429	0.827682	0.304329	0.846304
1791	2.60479	104.125	2.65039	0.942326	0.00744343	0.939851	1.34819	1.21299	1.36299
1762	2.49125	83.8372	2.50043	0.916549	0.00695682	0.925853	0.940642	0.00879383	0.904561
1820	2.74802	99.697	2.81318	1.06921	0.0150599	1.08104	1.28528	0.580178	1.2911
1834	1.78418	58.5703	1.72318	0.603113	0.0072608	0.608312	0.735733	0.35571	0.73073
1818	1.33211	46.6162	1.30188	0.452358	0.00747108	0.452233	0.431199	0.00935602	0.42743
1773	2.14938	80.6746	2.22739	0.837842	0.0072763	0.837325	0.815987	0.00748062	0.815676
1800	2.16114	79.1628	2.18892	0.810964	0.00720239	0.811612	0.920135	0.289646	0.931904
1864	3.40483	141.914	3.4963	1.28433	0.00744247	1.29796	1.24259	0.00924015	1.24157
1876	2.65993	102.259	2.65553	0.981627	0.0117183	0.994455	1.16697	0.302508	1.16626
1856	2.54649	95.6713	2.56707	0.869019	0.0121009	0.88293	0.83451	0.00951672	0.833953
1869	1.89113	65.111	1.85471	0.643553	0.0307086	0.643711	0.601113	0.00777984	0.605878
1882	1.48662	54.2644	1.45352	0.514077	0.012279	0.520331	0.694074	0.471158	0.70572
1915	2.55306	114.822	2.6488	0.949753	0.00813961	0.959774	0.919981	0.00996017	0.938046
1951	2.38813	97.0628	2.39847	0.856247	0.00802851	0.870347	0.838604	0.0079577	0.838151
1944	2.20078	94.0086	2.36046	0.747721	0.03563	0.7535	0.708859	0.00814271	0.718996
1902	1.79067	65.2601	1.7604	0.654499	0.00794768	0.665504	0.695539	0.0690329	0.69884
1890	1.94052	73.5524	1.97721	0.727298	0.00767612	0.734367	1.05021	0.773636	1.05283
1858	2.26212	89.9845	2.31415	0.82496	0.00765443	0.832022	0.821123	0.00942183	0.811302
1874	2.11662	76.9445	2.14246	0.832927	0.0075171	0.841967	0.987445	0.200117	0.995993
1889	2.89602	121.278	2.97202	1.05853	0.00777292	1.06998	1.03311	0.00939536	1.03262
1936	2.38518	89.2248	2.40713	0.82369	0.00773573	0.825697	1.09102	0.685722	1.1049
1925	2.39125	97.1444	2.4207	0.856715	0.0080266	0.857937	0.849971	0.00970697	0.839665
1977	1.57843	59.1029	1.5199	0.506392	0.00829124	0.51734	0.486995	0.00822306	0.491867
1969	1.94316	83.8341	1.99477	0.751659	0.00849009	0.756938	0.748727	0.0258253	0.753185
2011	2.90197	136.533	2.99211	1.10286	0.00856018	1.1053	1.07427	0.0141919	1.0721
2021	3.25698	149.575	3.33772	1.2998	0.030647	1.30489	1.58264	0.646378	1.59111
2042	4.0596	197.204	4.2003	1.44867	0.00865388	1.46299	1.68853	0.616963	1.70771
2075	2.23343	87.0632	2.0949	0.712182	0.00861955	0.707448	1.04158	0.757398	1.02669
2077	1.67837	76.8878	1.63991	0.554777	0.00903559	0.553929	0.70884	0.358333	0.703669
2037	2.38332	122.327	2.45482	0.880018	0.0125785	0.891039	0.863754	0.010905	0.861515
2047	2.25278	102.774	2.25477	0.814043	0.0088253	0.825582	0.990009	0.349075	0.994737
727	0.55749	1.38512	0.413364	0.140607	0.00322056	0.150286	0.144466	0.00499153	0.145399
761	0.477586	2.0674	0.480989	0.173635	0.00341773	0.178391	0.168372	0.00349236	0.169129
816	0.340736	1.73937	0.349703	0.127518	0.00318384	0.129303	0.186967	0.0612934	0.193059
860	0.494897	3.40781	0.53008	0.222431	0.00334668	0.224808	0.218677	0.00490427	0.216552
879	0.354725	2.02358	0.369538	0.128592	0.00330544	0.129964	0.217295	0.0942683	0.218577
897	0.443171	3.70389	0.467026	0.185999	0.00383806	0.187928	0.184733	0.00506616	0.18132
925	0.448999	2.96439	0.473207	0.196337	0.00380015	0.194883	0.279563	0.098521	0.289824
948	0.60141	5.93995	0.634725	0.252108	0.00375533	0.254355	0.248608	0.00521779	0.245179
1020	0.422279	4.08078	0.44032	0.176869	0.0041101	0.170965	0.163755	0.00393629	0.165892
1062	0.286321	2.29598	0.299242	0.109658	0.00407672	0.11533	0.172021	0.109011	0.176157
1054	0.626359	8.13187	0.668717	0.279312	0.0043509	0.266871	0.255719	0.00660229	0.255807
1108	0.390663	4.23456	0.394253	0.167984	0.0067842	0.158004	0.146884	0.0042007	0.149547
1107	0.551427	8.10805	0.587281	0.224578	0.00469041	0.2271	0.50171	0.586637	0.518582
1126	0.590135	7.14724	0.617392	0.23459	0.00415492	0.234979	0.350366	0.112398	0.338498
1158	0.584301	7.1411	0.613025	0.232565	0.00460482	0.233909	0.224988	0.00628781	0.225027
1180	0.707041	11.3791	0.741305	0.276693	0.00444555	0.289043	0.26311	0.00494266	0.262897
1170	0.391836	4.45999	0.386184	0.149091	0.0047307	0.149365	0.191856	0.0531054	0.197572
1191	0.310414	3.92294	0.323589	0.136927	0.00465894	0.13813	0.132463	0.00600266	0.132231
1204	0.528814	8.79155	0.565878	0.231007	0.00460649	0.228914	0.214893	0.00472975	0.216013
1183	0.541531	7.84047	0.564546	0.222146	0.00478435	0.2222	0.226246	0.0132639	0.225906
1219	0.843902	13.0727	0.899992	0.337548	0.00444341	0.340748	0.324791	0.00515652	0.323048
1252	0.926935	17.0683	0.974955	0.353518	0.00483704	0.354278	0.334404	0.00482535	0.342199
1265	0.699182	10.0015	0.706511	0.244997	0.00503993	0.247471	0.236182	0.00511861	0.237301
1272	0.625904	10.805	0.642558	0.231769	0.00470233	0.232822	0.226373	0.00766373	0.229797
1260	0.630118	10.1445	0.646057	0.266057	0.00468087	0.267178	0.353524	0.205589	0.361828
1276	0.780408	12.8799	0.81708	0.307966	0.00494075	0.311672	0.302232	0.00615215	0.300459
1342	0.860753	16.5749	0.893383	0.339213	0.00503039	0.341995	0.324236	0.00589466	0.327801
1409	0.774376	13.9971	0.789081	0.31727	0.00510311	0.31469	0.348026	0.0379295	0.354908
1487	0.549231	10.6198	0.558414	0.198532	0.00578117	0.199527	0.195369	0.00698996	0.192848
1442	0.667291	14.7962	0.691663	0.275608	0.00599217	0.277164	0.279177	0.0122685	0.275172
1434	0.892686	20.164	0.945194	0.357704	0.0198655	0.360631	0.341191	0.00588536	0.340868
1482	0.652749	13.0047	0.667248	0.24425	0.00605249	0.242999	0.234899	0.00586891	0.236462
1466	0.738493	17.6895	0.762257	0.29221	0.00759721	0.295978	0.275616	0.00592923	0.276271
1470	0.805233	19.3516	0.839446	0.314962	0.00609088	0.313359	0.438806	0.294035	0.447303
1457	0.747639	16.3138	0.767437	0.279789	0.00615644	0.280949	0.281688	0.00761795	0.277833
1412	0.591968	12.497	0.605292	0.208665	0.00565076	0.20986	0.288708	0.197361	0.299419
1332	0.606646	11.6375	0.623827	0.243241	0.00679374	0.243912	0.245437	0.0128989	0.241414
1331	0.943142	18.426	0.997134	0.373602	0.00615525	0.374767	0.36032	0.00576258	0.366335
1331	0.895477	15.5497	0.922216	0.343124	0.0180857	0.342441	0.328291	0.00586653	0.332575
1283	0.957962	17.1819	0.993258	0.361813	0.00485778	0.35972	0.427864	0.0971606	0.437291
1356	0.687184	11.3196	0.687645	0.257542	0.00532484	0.260228	0.363983	0.18672	0.372368
1377	0.820001	16.5815	0.853115	0.2894	0.00556636	0.291296	0.39827	0.280783	0.406217
1358	1.16951	24.653	1.22888	0.450135	0.00517011	0.451792	0.44278	0.00710678	0.438537
1394	0.89726	15.8882	0.907673	0.329379	0.00547457	0.331239	0.436349	0.252148	0.438831
1444	1.50639	34.1518	1.56718	0.614102	0.00563669	0.61648	0.895905	0.509742	0.909869
1545	1.11781	24.3418	1.12026	0.425615	0.0068574	0.425399	0.724304	0.766662	0.727865
1561	1.32895	36.7997	1.35637	0.48596	0.00634313	0.486733	0.490116	0.0122561	0.481255
1583	1.23115	33.8387	1.24998	0.458631	0.00632691	0.465005	0.700464	0.521862	0.716681
1580	1.0523	26.3745	1.04879	0.364254	0.00679231	0.366347	0.462878	0.206574	0.456546
1607	1.42176	42.2108	1.47768	0.523386	0.00669432	0.519975	0.780393	0.63479	0.784074
1659	1.41404	41.7985	1.44861	0.522661	0.0078311	0.527003	0.835317	0.841338	0.856566
1655	1.69731	54.9419	1.74777	0.635072	0.0262618	0.634517	0.865313	0.534945	0.850206
1704	0.952838	25.2044	0.911824	0.318827	0.00663471	0.319578	0.466285	0.290345	0.462143
1649	0.954954	27.8191	0.966803	0.385797	0.00943279	0.372817	0.354818	0.0104616	0.356048
1658	1.56888	55.8913	1.65359	0.578141	0.00882983	0.579636	0.548351	0.00898504	0.557085
1600	1.55486	48.7986	1.58598	0.577062	0.0070107	0.585234	0.788843	0.48015	0.799953
1570	1.54232	42.1188	1.56428	0.507034	0.0067637	0.513442	0.794478	0.704805	0.802033
1564	1.61962	43.1559	1.65978	0.58276	0.00636816	0.58213	0.723238	0.214255	0.715259
1562	2.01833	59.5934	2.0844	0.776278	0.00643826	0.787344	1.00586	0.62053	1.00614
1585	1.11301	28.4692	1.05144	0.306451	0.0065527	0.307984	0.314507	0.00818777	0.323494
1520	1.25061	33.6349	1.27177	0.407726	0.00692129	0.410952	0.538458	0.194182	0.540274
1560	1.35286	36.7677	1.37609	0.468327	0.00642228	0.473255	0.456255	0.0085063	0.467432
1563	1.78865	53.5422	1.85464	0.676302	0.00664663	0.678789	0.66882	0.0399337	0.684117
1580	1.89244	55.6291	1.93387	0.624208	0.00654793	0.622997	0.603106	0.00873995	0.606906
1601	1.83744	55.5176	1.8825	0.672508	0.00983143	0.676282	0.65154	0.0118651	0.659636
1583	1.3132	33.8896	1.26815	0.49358	0.0262835	0.500924	0.692395	0.455949	0.705029
1585	2.3471	68.4054	2.46895	0.887247	0.0065906	0.894611	0.847229	0.00876045	0.856934
1591	1.04495	22.5186	0.939674	0.336366	0.00662088	0.334601	0.318627	0.00628114	0.321018
1630	1.76354	56.8715	1.85709	0.693016	0.00693893	0.708483	0.660999	0.00688863	0.661094
1640	2.15619	71.7732	2.23165	0.724403	0.0212908	0.734564	1.07713	0.851594	1.09523
1659	1.64705	52.8313	1.62573	0.522265	0.00894856	0.526897	0.704703	0.436704	0.690279
1684	1.34166	42.7178	1.33755	0.43276	0.00667071	0.43671	0.429787	0.008672	0.425862
1650	1.30816	42.1385	1.31163	0.435471	0.00674582	0.439296	0.420961	0.0068543	0.426603
1633	1.85611	56.0685	1.9179	0.716865	0.00690722	0.719694	0.690027	0.00739217	0.698956
1669	1.91426	59.6898	1.94557	0.692814	0.00689244	0.689181	0.672351	0.00750566	0.668714
1696	2.07916	68.0947	2.10236	0.760862	0.0100954	0.770499	0.976463	0.491318	0.980779
1738	1.2241	38.9106	1.1605	0.372901	0.00701737	0.381665	0.380544	0.00892162	0.374302
1703	1.43865	49.6015	1.47159	0.532479	0.00721812	0.536704	0.71254	0.424883	0.726533
1704	1.78085	61.1358	1.81909	0.660798	0.00686526	0.6715	0.654749	0.0087316	0.661101
1728	1.43218	42.7817	1.43294	0.475802	0.00673532	0.481936	0.471313	0.00702596	0.473072
1780	1.63139	60.9829	1.65286	0.588845	0.00732756	0.596407	0.814404	0.452413	0.823673
1792	2.14092	87.2202	2.20783	0.773671	0.0116677	0.773407	0.755207	0.00943446	0.748893
1733	1.75303	62.2585	1.75475	0.593059	0.00716209	0.597039	0.614239	0.0364118	0.617303
1706	1.54474	48.7364	1.55457	0.53969	0.00681734	0.540783	0.800911	0.564093	0.814042
1675	1.39232	42.9048	1.39714	0.480324	0.00677609	0.488954	0.630968	0.358497	0.629254
1688	1.97934	70.9476	2.04583	0.702667	0.00690508	0.710553	0.691332	0.00874329	0.692622
1720	1.76438	57.1165	1.77371	0.648709	0.00679255	0.655897	0.670694	0.0511582	0.685028
1712	2.40591	83.7337	2.49581	0.931789	0.00696063	0.945246	0.9137	0.0083313	0.915133
1791	1.4186	44.4638	1.37719	0.468208	0.00695515	0.479555	0.750625	0.623744	0.764296
1799	2.25302	91.5118	2.3271	0.850667	0.00760412	0.856561	0.840109	0.00950241	0.839566
1815	3.45549	140.989	3.60758	1.40452	0.0218472	1.40544	1.359	0.00749564	1.36421
1880	2.1702	85.3535	2.12791	0.756202	0.00753021	0.756815	0.729593	0.0078187	0.736208
1901	2.69734	120.921	2.74225	0.981356	0.0081265	0.98379	0.952249	0.00829768	0.957033
1971	2.3114	105.348	2.31133	0.784644	0.0131774	0.794892	0.763655	0.00860429	0.766823
1943	2.63891	119.714	2.67269	0.985375	0.00859761	0.990771	0.952357	0.00858426	0.959521
1977	2.05829	89.9226	2.01691	0.649384	0.00841665	0.654977	0.66731	0.041292	0.67222
1937	2.23499	104.123	2.27455	0.744323	0.00835896	0.749844	1.13489	1.09385	1.13929
1948	2.85771	136.184	2.94228	1.02594	0.00862122	1.02932	1.32449	0.754017	1.31768
1967	2.9472	132.543	2.98513	1.07858	0.00831604	1.09124	1.06698	0.015183	1.06703
1951	3.06466	130.106	3.09164	1.15359	0.00822139	1.17073	1.11669	0.00827503	1.11598
1997	2.11731	91.3031	2.07552	0.717968	0.00860167	0.715443	0.692636	0.00865722	0.696563
1976	1.56228	66.1109	1.51409	0.499683	0.00874639	0.505943	0.669666	0.327378	0.69237
1950	2.52352	122.515	2.5846	0.94227	0.00848484	0.949985	1.35387	1.03929	1.39471
1951	2.40899	103.174	2.44395	0.89196	0.0130572	0.895207	0.885792	0.0100191	0.861706
1995	3.72891	185.348	3.91428	1.39546	0.00848293	1.40541	1.78205	1.00117	1.80255
2061	2.96475	139.944	2.94156	1.0881	0.00890183	1.09381	1.08616	0.0105786	1.06749
2039	2.91099	146.601	2.9744	0.983327	0.0089941	1.00191	0.957787	0.00910759	0.961403
2028	2.10706	90.6989	2.04124	0.698003	0.00885415	0.703233	0.683465	0.0205817	0.692354
2025	1.64542	72.8547	1.61005	0.561111	0.00884724	0.566238	0.531607	0.00940061	0.537615
2029	2.71336	138.781	2.79328	1.01077	0.00905252	1.02113	0.97119	0.00918579	0.972705
2106	2.77224	145.799	2.8317	0.991082	0.00925565	0.996907	1.10809	0.227753	1.10996
2123	2.50828	135.254	2.53594	0.831049	0.0153637	0.83482	0.879718	0.0845792	0.882642
2090	2.17666	105.805	2.12408	0.766488	0.00947666	0.779614	0.757682	0.0109057	0.764267
2074	2.1136	103.667	2.13379	0.79279	0.00902462	0.795779	0.907428	0.286318	0.919556
2037	2.5642	129.858	2.62002	0.929924	0.00918555	0.942745	0.928908	0.0370426	0.937794
2049	2.42048	110.608	2.43412	0.915844	0.0148659	0.925985	1.30957	1.09609	1.31531
2054	3.29293	166.932	3.40417	1.2066	0.0090189	1.20313	1.19413	0.0107231	1.18272
2114	2.65365	129.578	2.65138	0.898942	0.00915527	0.915186	1.03379	0.208447	1.03981
2100	2.67324	139.622	2.73012	0.945488	0.00937152	0.957211	1.21462	0.663076	1.24245
2115	1.77724	80.353	1.7182	0.554543	0.00927997	0.561239	0.747826	0.404239	0.748742
2133	2.18121	118.082	2.2414	0.832315	0.00974274	0.839225	0.820091	0.0234404	0.817629
2160	3.253	189.827	3.38951	1.24182	0.00971031	1.25766	1.45121	0.517524	1.44798
2196	3.73821	228.699	3.87671	1.44654	0.0101869	1.45469	1.42158	0.011857	1.43038
2214	4.78814	299.164	4.9256	1.68803	0.0101352	1.67463	1.9364	0.672285	1.93871
2259	2.73378	144.744	2.55461	0.837153	0.0102513	0.844655	0.844195	0.0122917	0.829157
2247	1.87523	102.929	1.81423	0.602281	0.010529	0.617985	0.587405	0.0106177	0.589896
2207	2.75204	173.137	2.80066	0.999009	0.0106766	1.00128	1.22304	0.607557	1.22818
2223	2.61283	153.802	2.67455	0.938199	0.0101736	0.949612	0.928962	0.0120387	0.92337
805	0.740529	3.21854	0.570549	0.192609	0.00334859	0.202949	0.186025	0.00326991	0.193291
857	0.411053	2.59156	0.398051	0.13882	0.00345898	0.143743	0.136232	0.00352263	0.142246
904	0.550931	5.19607	0.580731	0.239628	0.0047605	0.247117	0.230996	0.00380063	0.236375
943	0.410751	3.88577	0.433543	0.152859	0.00375843	0.156146	0.177435	0.0304704	0.186298
947	0.49129	5.33122	0.520152	0.202193	0.00404954	0.206797	0.198288	0.00486541	0.199365
987	0.521897	5.64734	0.550887	0.213681	0.00395322	0.219902	0.210617	0.00411892	0.214323
1020	0.683764	6.2257	0.720546	0.27846	0.00412941	0.284217	0.475978	0.406161	0.490509
1059	0.467883	5.18975	0.475018	0.183607	0.00444174	0.189595	0.191234	0.00624871	0.187815
1137	0.355189	4.29898	0.370219	0.128685	0.00465393	0.133321	0.129147	0.0047276	0.132713
1138	0.709338	11.0971	0.759704	0.298399	0.00452733	0.302997	0.493984	0.434767	0.506947
1178	0.42995	4.78723	0.433931	0.162836	0.00448775	0.16871	0.282692	0.154811	0.28648
1195	0.603293	10.2631	0.639743	0.242279	0.00490332	0.248892	0.243528	0.0069766	0.248149
1189	0.671792	10.5125	0.700235	0.260229	0.00517654	0.267179	0.296193	0.0397778	0.302341
1243	0.649168	9.64083	0.677494	0.250177	0.00506663	0.254896	0.247731	0.00594854	0.24946
1261	0.795712	15.4828	0.835616	0.30389	0.00526905	0.310142	0.466825	0.311101	0.481462
1279	0.508663	7.85243	0.509223	0.194568	0.00573564	0.199404	0.203588	0.00710082	0.202057
1293	0.367209	5.60118	0.37771	0.160679	0.00517368	0.164629	0.154794	0.00538373	0.155475
1277	0.595313	10.68	0.63367	0.245958	0.00535321	0.247541	0.235146	0.00541234	0.242691
1308	0.667637	12.3017	0.698845	0.265445	0.0058713	0.266736	0.292647	0.0339077	0.297586
1298	0.929445	18.6602	0.986707	0.361774	0.0050168	0.362205	0.433443	0.151355	0.441646
1334	1.02412	19.562	1.07979	0.382014	0.00525737	0.383562	0.56484	0.349558	0.567546
1375	0.831119	17.0391	0.841939	0.291144	0.0251241	0.291283	0.476421	0.417819	0.481513
1386	0.688838	13.9838	0.702439	0.252314	0.00545192	0.25382	0.379254	0.275233	0.379973
1365	0.716003	14.2775	0.740316	0.292139	0.00560284	0.296187	0.403791	0.247359	0.407816
1391	0.944738	20.1338	0.982858	0.366164	0.00552011	0.371371	0.433707	0.0887101	0.428683
1412	0.995904	20.938	1.02747	0.383671	0.00545382	0.385752	0.585899	0.440201	0.596559
1501	0.902527	17.923	0.921251	0.354446	0.00600672	0.354681	0.360729	0.00772405	0.353589
1568	0.620474	14.5241	0.623791	0.223433	0.00622535	0.225511	0.218033	0.00641584	0.223206
1574	0.812451	22.8668	0.841873	0.321529	0.00757027	0.320998	0.435402	0.200381	0.441275
1566	1.00698	27.9415	1.05288	0.385768	0.0066793	0.394816	0.382286	0.00816631	0.379338
1600	0.761842	20.2966	0.774637	0.274631	0.00649333	0.275341	0.268048	0.00645351	0.271477
1562	0.8101	22.4051	0.837624	0.3134	0.00676179	0.314216	0.376704	0.148448	0.385019
1582	0.897452	25.8103	0.924419	0.347074	0.0067482	0.353714	0.423141	0.0893228	0.430963
1586	0.904014	26.0016	0.930198	0.337973	0.00828457	0.339023	0.333531	0.00774908	0.338408
1568	0.653505	16.6077	0.65618	0.230644	0.00680256	0.231274	0.402834	0.369511	0.411186
1485	0.691813	16.877	0.710652	0.271933	0.00626636	0.272776	0.279892	0.00817394	0.275509
1432	1.10926	29.2623	1.16175	0.431343	0.00637293	0.433688	0.414714	0.0099957	0.41931
1457	1.03463	23.3365	1.06341	0.396516	0.00680065	0.394546	0.372562	0.00691724	0.378294
1455	1.08175	23.5423	1.10976	0.393173	0.00624061	0.398873	0.38223	0.00603867	0.38584
1434	0.762864	13.2671	0.759898	0.276301	0.00623894	0.27926	0.282729	0.00592661	0.273782
1490	0.93326	24.1166	0.97549	0.322605	0.00597763	0.325747	0.422039	0.103223	0.434582
1485	1.31502	35.7461	1.37245	0.492607	0.0059073	0.49562	0.489454	0.0127687	0.490014
1493	0.992093	21.5449	0.984845	0.358827	0.0073092	0.362038	0.557763	0.419904	0.56484
1523	1.60925	43.1389	1.67638	0.651852	0.00696516	0.648514	0.941826	0.776342	0.960079
1627	1.22815	33.9422	1.22678	0.45512	0.00833535	0.458741	0.727994	0.636994	0.726862
1677	1.39581	46.6622	1.43438	0.50835	0.00714827	0.51354	0.51587	0.00855589	0.50857
1707	1.35112	45.4492	1.35897	0.506648	0.00673866	0.50626	0.518502	0.045877	0.526469
1708	1.17022	38.5004	1.16836	0.40124	0.00696516	0.402735	0.396076	0.00828886	0.389135
1723	1.57772	55.21	1.62199	0.567162	0.00691748	0.568445	0.547699	0.00705266	0.546047
1752	1.50243	54.2447	1.52688	0.548687	0.0070436	0.549665	0.948712	1.11887	0.969887
1778	1.88208	71.3	1.96011	0.687211	0.00744462	0.697104	0.699712	0.0159137	0.687315
1807	1.05122	33.6553	0.990959	0.338017	0.00743222	0.339029	0.328533	0.00765586	0.332072
1814	1.11437	43.096	1.13369	0.413231	0.00767732	0.414459	0.476633	0.100116	0.4829
1777	1.78597	78.4533	1.86785	0.641207	0.00733709	0.638608	0.618728	0.00898433	0.620812
1762	1.72415	69.3779	1.78067	0.629291	0.00737047	0.632739	0.729161	0.189974	0.737056
