sizes	no_filter_forward	no_filter_backward	no_filter_inference	flex_filter_forward	flex_filter_backward	flex_filter_inference	const_filter_forward	const_filter_backward	const_filter_inference
905	0.308771	0.307661	0.321161	0.185002	0.00232244	0.186933	0.275162	0.114661	0.28579
857	0.254769	0.307261	0.250852	0.147631	0.00362277	0.150801	0.143256	0.00471377	0.14583
668	0.253061	0.186313	0.250043	0.177945	0.00214076	0.179088	0.166285	0.00169706	0.173038
688	0.181669	0.124444	0.194714	0.128809	0.001827	0.130425	0.159901	0.0403476	0.165622
311	0.0631192	0.0390797	0.0589042	0.0342424	0.00150228	0.0366871	0.0354867	0.00271821	0.0359323
343	0.081352	0.0663197	0.0730441	0.0414605	0.00153136	0.0443139	0.0400262	0.00161743	0.0426044
367	0.0998352	0.0907657	0.108257	0.0630352	0.00177145	0.0591106	0.125829	0.0700867	0.123935
402	0.119081	0.119075	0.157125	0.0673265	0.001683	0.0677905	0.156637	0.101659	0.158523
418	0.081429	0.0820012	0.0743148	0.035651	0.0016911	0.0356617	0.0390353	0.00333834	0.037168
386	0.12101	0.140001	0.140358	0.0563221	0.00195193	0.0592754	0.0535018	0.00187922	0.0574746
380	0.108142	0.0830362	0.117774	0.0528054	0.00165534	0.055629	0.051223	0.0016973	0.0557394
413	0.0876548	0.0674398	0.0903177	0.0400312	0.00166821	0.0408101	0.0385187	0.00168324	0.0422409
459	0.160171	0.213188	0.184012	0.0897191	0.00188637	0.0929451	0.0852432	0.00190949	0.0894167
480	0.0882916	0.0918941	0.0811472	0.0430782	0.0018971	0.0429397	0.0412104	0.0019176	0.0432549
464	0.144489	0.15923	0.146663	0.0757985	0.00188732	0.0782928	0.0772135	0.00646567	0.0817201
474	0.167413	0.124915	0.146276	0.0781283	0.0017972	0.0796373	0.0749371	0.00201201	0.0795109
469	0.18554	0.190758	0.215188	0.0982454	0.00184107	0.101506	0.0941501	0.00195408	0.0967102
520	0.0790646	0.0519509	0.0702217	0.0366364	0.00189734	0.0396478	0.0636611	0.0248075	0.0688758
560	0.0823822	0.0916288	0.101201	0.0396583	0.00207925	0.0430522	0.0386679	0.00216317	0.0409734
523	0.181298	0.140951	0.16498	0.0774491	0.00210762	0.0808215	0.094805	0.0183148	0.100213
546	0.0919852	0.066457	0.0895338	0.0434079	0.00191331	0.0464978	0.0842226	0.0378032	0.0878224
511	0.102503	0.0996718	0.0905764	0.0465503	0.0019958	0.0500658	0.053371	0.00586867	0.0558803
540	0.153261	0.138573	0.151511	0.090194	0.00245595	0.0945609	0.185549	0.109257	0.192674
524	0.116478	0.107249	0.115837	0.068922	0.00193691	0.0729837	0.0803638	0.0112598	0.0798163
555	0.120858	0.11534	0.123471	0.0750942	0.00203919	0.0772061	0.158994	0.0934503	0.168906
593	0.0862763	0.0820141	0.090663	0.0516481	0.00214887	0.0549912	0.0548999	0.00330043	0.0534658
579	0.0854046	0.0875258	0.0927589	0.0532269	0.00218177	0.0561197	0.0507929	0.00176978	0.0567951
524	0.0980182	0.0872416	0.103317	0.0598769	0.00217819	0.0624144	0.0882823	0.0229876	0.0898962
518	0.102504	0.0848539	0.106966	0.0644403	0.00188708	0.0680892	0.0655286	0.0029676	0.0659485
515	0.182187	0.172172	0.192481	0.117969	0.0019021	0.11928	0.237926	0.146765	0.249003
587	0.186366	0.186915	0.186122	0.104951	0.00212622	0.107613	0.190223	0.100459	0.190544
632	0.175517	0.201928	0.192229	0.0922065	0.00221324	0.0953028	0.102787	0.0121226	0.10454
682	0.155994	0.180528	0.148083	0.0808949	0.0024271	0.0815375	0.195214	0.241928	0.202839
628	0.167391	0.189131	0.174642	0.0974061	0.00227332	0.101693	0.181575	0.0889983	0.18543
608	0.161944	0.149279	0.165711	0.0958164	0.00212693	0.0976827	0.0964892	0.00328803	0.0971026
641	0.164024	0.158538	0.16811	0.101195	0.00222778	0.104574	0.211917	0.132272	0.221683
717	0.174057	0.169766	0.176068	0.111668	0.00234437	0.11255	0.113083	0.00394034	0.112597
753	0.125384	0.158853	0.127661	0.0672917	0.00326777	0.0710275	0.10815	0.042062	0.115599
699	0.151963	0.17818	0.160199	0.092895	0.0037303	0.0956509	0.0896678	0.00362015	0.0918436
649	0.178497	0.139506	0.15804	0.0944819	0.00237632	0.0939584	0.179337	0.103959	0.190077
655	0.116348	0.112654	0.137592	0.0658486	0.00206971	0.0697048	0.0692234	0.00328279	0.0681601
648	0.120344	0.1383	0.140781	0.0814991	0.0026958	0.0826194	0.0926681	0.0215883	0.0962839
658	0.176435	0.195385	0.172713	0.0965636	0.00234032	0.0945761	0.0869782	0.00231338	0.0893795
596	0.165972	0.146591	0.158028	0.0852907	0.00215459	0.0866852	0.0867701	0.00639153	0.0901823
643	0.131215	0.145213	0.132026	0.069824	0.00224471	0.0712843	0.0687263	0.00194454	0.0686207
590	0.139223	0.149968	0.138701	0.0870776	0.00232196	0.0865548	0.139712	0.0575306	0.141835
542	0.179151	0.162306	0.200462	0.119144	0.00202036	0.120836	0.116193	0.00241446	0.115358
566	0.14687	0.126336	0.144583	0.0956509	0.00193167	0.0962126	0.0886395	0.0016036	0.0919726
646	0.256449	0.275498	0.26865	0.142528	0.00459981	0.139656	0.146978	0.0130565	0.148483
725	0.165969	0.162086	0.153493	0.0956488	0.00239849	0.0951295	0.0993247	0.0061667	0.0989709
722	0.167878	0.219564	0.174251	0.0959651	0.00367332	0.100068	0.188215	0.108998	0.193994
687	0.3265	0.432459	0.338456	0.203245	0.00249124	0.198757	0.189224	0.00346851	0.188438
674	0.228415	0.249203	0.225447	0.131508	0.0022769	0.131768	0.121052	0.00183773	0.124792
691	0.392966	0.473474	0.403405	0.255987	0.0023756	0.260597	0.405864	0.213659	0.424034
797	0.253826	0.292324	0.246974	0.147076	0.00349236	0.151714	0.268691	0.147647	0.267915
806	0.344466	0.512174	0.365613	0.203559	0.00354481	0.205089	0.199301	0.00477362	0.197764
847	0.346399	0.575515	0.350558	0.201399	0.00378299	0.201466	0.18839	0.00308847	0.186951
779	0.205673	0.263568	0.200099	0.110318	0.00346637	0.111305	0.105254	0.00315547	0.106481
791	0.2634	0.340342	0.264766	0.159309	0.00338364	0.16045	0.147902	0.00264525	0.148297
778	0.236544	0.263395	0.241375	0.152476	0.00320244	0.154089	0.147607	0.00261784	0.14843
787	0.317105	0.408007	0.329783	0.198157	0.00360608	0.201267	0.198399	0.00931311	0.200512
833	0.203693	0.28563	0.207638	0.109969	0.00355768	0.111313	0.256275	0.31495	0.265456
777	0.301324	0.490395	0.313255	0.16755	0.00352263	0.168923	0.258043	0.10636	0.254997
744	0.321202	0.476815	0.330292	0.173065	0.00338531	0.178131	0.441999	0.668352	0.452007
699	0.251042	0.278258	0.252985	0.155877	0.00240612	0.153635	0.344516	0.248873	0.335151
741	0.333663	0.471115	0.341336	0.175425	0.0035584	0.176579	0.250973	0.0790195	0.24382
764	0.432529	0.619575	0.435598	0.239917	0.00361538	0.241484	0.229074	0.00426745	0.231571
793	0.625906	0.960228	0.626635	0.366375	0.00440383	0.366515	0.344218	0.00293994	0.342114
853	0.278652	0.415169	0.269104	0.115184	0.00349522	0.116256	0.264213	0.31864	0.27239
792	0.418638	1.19662	0.432696	0.200653	0.00377512	0.20159	0.322904	0.159048	0.328981
756	0.311243	0.413226	0.30631	0.16461	0.00344563	0.166946	0.16458	0.00434709	0.159489
709	0.371562	0.466351	0.38025	0.224388	0.0023973	0.221347	0.20988	0.00186634	0.210112
772	0.459412	0.66796	0.464223	0.246285	0.00344801	0.248864	0.237719	0.00285435	0.240014
799	0.500055	0.805059	0.50702	0.292242	0.00340629	0.294607	0.277911	0.00281954	0.277302
820	0.383594	0.661872	0.376976	0.213034	0.00373483	0.21344	0.201102	0.00287175	0.20005
820	0.671586	1.43119	0.686348	0.38207	0.00402784	0.382819	0.362138	0.00297856	0.357092
848	0.251202	0.30272	0.218928	0.120457	0.00347257	0.122535	0.205703	0.0898666	0.209143
815	0.489286	0.946058	0.507939	0.281204	0.00387073	0.282998	0.271363	0.00447559	0.266025
841	0.51875	1.05402	0.526804	0.274434	0.00372076	0.276358	0.39729	0.167085	0.414763
809	0.356933	0.514307	0.357911	0.182497	0.00346804	0.183093	0.180264	0.00448108	0.176467
851	0.370867	0.875502	0.381469	0.180952	0.0038197	0.183333	0.453413	0.694741	0.466974
812	0.263819	0.543627	0.255571	0.124042	0.00369287	0.126582	0.309515	0.3881	0.304805
771	0.419887	0.582862	0.431636	0.255757	0.00355387	0.257247	0.25028	0.00438857	0.247326
803	0.458681	0.604004	0.460994	0.259165	0.00248837	0.262141	0.249163	0.00191188	0.249343
878	0.342042	0.542092	0.338392	0.206425	0.003865	0.206166	0.194425	0.00281549	0.193444
959	0.274666	0.96406	0.283469	0.136697	0.0038836	0.137594	0.131348	0.00602198	0.137575
845	0.335246	0.976021	0.347966	0.186389	0.00406313	0.189364	0.182939	0.00377131	0.178958
793	0.369756	0.537598	0.378674	0.231904	0.00361061	0.230865	0.379506	0.205301	0.391052
783	0.246755	0.281928	0.250543	0.142813	0.0024848	0.147722	0.319903	0.275611	0.322285
865	0.398074	0.786867	0.411553	0.234749	0.00463033	0.235419	0.272564	0.0489261	0.267288
858	0.544564	1.31558	0.560493	0.305741	0.00377893	0.309113	0.295958	0.00421667	0.294413
835	0.410188	0.720782	0.40485	0.222135	0.00363827	0.221462	0.2153	0.0059495	0.216478
853	0.3617	0.719855	0.363171	0.187773	0.00390339	0.191005	0.181029	0.00330687	0.180775
847	0.299582	0.708939	0.296209	0.163669	0.00393629	0.165241	0.157135	0.00298357	0.157011
800	0.402191	0.718008	0.416691	0.231997	0.00349975	0.233024	0.220792	0.00304627	0.226757
821	0.383054	0.509182	0.388145	0.221964	0.00341105	0.22633	0.217977	0.00327849	0.216739
848	0.426305	0.695709	0.438534	0.274271	0.00388384	0.275326	0.261477	0.00300717	0.262614
998	0.372206	1.11877	0.379194	0.189276	0.00397706	0.192438	0.420649	0.474621	0.430267
917	0.565372	2.15866	0.584578	0.333342	0.00455236	0.33216	0.326718	0.00500441	0.32579
964	1.02591	3.11912	1.0633	0.61728	0.00422311	0.618534	1.16743	1.66492	1.20362
1000	0.572406	1.02536	0.540581	0.298436	0.00378466	0.300952	0.337386	0.0046885	0.29667
1033	0.818884	5.64679	0.853829	0.455703	0.00481391	0.460499	0.435185	0.00359988	0.430484
1052	0.500034	3.28877	0.476242	0.250893	0.00444937	0.254457	0.474846	0.46717	0.488984
946	0.582047	1.97434	0.585099	0.3367	0.0041337	0.338919	0.335865	0.00480056	0.327442
1001	0.461167	1.39302	0.465706	0.240402	0.00426388	0.240327	0.455595	0.464878	0.46617
941	0.417958	1.76946	0.421393	0.236453	0.00418186	0.224172	0.240709	0.0216405	0.230901
928	0.604622	2.05648	0.624002	0.362075	0.00406623	0.362123	0.341526	0.00360918	0.342859
954	0.633258	1.41784	0.645337	0.358715	0.00387096	0.364273	0.567307	0.311141	0.577012
994	0.793737	3.88992	0.821414	0.467111	0.0042572	0.470771	0.737354	0.65261	0.733889
1074	0.478566	2.26332	0.468815	0.254995	0.0043633	0.253445	0.498059	0.526218	0.488398
1020	0.404034	2.15662	0.407018	0.201509	0.00463963	0.203814	0.266943	0.0759375	0.258406
924	0.648838	3.53201	0.676093	0.369477	0.00445175	0.371984	0.530276	0.215121	0.54216
900	0.53055	0.85451	0.522211	0.309154	0.00342441	0.307918	0.304357	0.00485158	0.29905
969	0.766119	3.3014	0.800186	0.446963	0.00382686	0.44412	0.42497	0.00330043	0.429781
1121	0.781748	5.51933	0.813562	0.43742	0.00455523	0.438351	0.481575	0.0755603	0.487957
1121	0.752677	5.11312	0.744885	0.369139	0.00514674	0.374902	0.39661	0.0456414	0.396532
1109	0.605819	4.00853	0.610109	0.299123	0.0049777	0.301351	0.290089	0.00476789	0.28458
1032	0.360172	2.26164	0.344849	0.172169	0.00454688	0.172368	0.217042	0.0494142	0.220253
951	0.555726	2.21921	0.576322	0.337351	0.00419784	0.342051	0.600359	0.577783	0.615983
971	0.413058	1.20832	0.413131	0.234282	0.00390053	0.235131	0.242337	0.00470996	0.23511
1018	0.444011	1.64155	0.459928	0.238119	0.00400805	0.236764	0.226069	0.00398564	0.231709
1035	0.509014	3.38005	0.518967	0.296571	0.00479531	0.301499	0.289264	0.00375438	0.294945
996	0.527997	3.02608	0.545096	0.291795	0.00436234	0.298395	0.534348	0.390702	0.544722
956	0.574939	1.55667	0.586546	0.318135	0.00410867	0.318569	0.321016	0.00499153	0.321692
1008	0.536076	1.71391	0.540791	0.32149	0.00411439	0.320353	0.308872	0.00323391	0.314182
1001	0.663342	2.44415	0.686491	0.380912	0.0043602	0.380558	0.711939	0.730339	0.725627
1121	0.606106	3.72937	0.61407	0.327619	0.00773335	0.321956	0.337081	0.00567985	0.320265
1100	0.615474	3.86221	0.627164	0.328738	0.00479937	0.325552	0.543186	0.442596	0.551409
1120	0.429494	2.70816	0.459686	0.211084	0.0105662	0.208434	0.362325	0.213928	0.366647
1017	0.509245	2.42483	0.506218	0.272236	0.00473881	0.273097	0.263693	0.00560474	0.261846
1020	0.631613	1.92495	0.639631	0.368101	0.00416088	0.371656	0.349923	0.00331783	0.34926
1048	0.473174	1.09771	0.468884	0.304854	0.00427508	0.303561	0.286155	0.00324297	0.291282
1134	1.03869	6.11378	1.09089	0.575744	0.0046885	0.572023	0.544574	0.00366235	0.549235
1218	0.709935	6.40755	0.69632	0.350442	0.0052247	0.350784	0.583181	0.515873	0.593898
1183	0.514355	4.85358	0.514093	0.254556	0.00540614	0.257192	0.257067	0.00596762	0.252814
1084	0.749257	5.48941	0.784148	0.393034	0.0052309	0.398915	0.377252	0.00406408	0.382448
1000	0.547974	1.74957	0.537915	0.297096	0.00395012	0.299992	0.372298	0.105729	0.388759
423	0.14339	0.13184	0.118663	0.0545158	0.00176454	0.0574107	0.0756485	0.0189216	0.0741749
436	0.135385	0.137831	0.138814	0.0732815	0.00191998	0.0847201	0.118438	0.041857	0.116513
489	0.191133	0.227347	0.199144	0.0943162	0.00188613	0.0981064	0.0932295	0.00241351	0.0953434
517	0.0976765	0.106527	0.0930259	0.0423925	0.00202465	0.0452983	0.069397	0.0238776	0.0741951
470	0.15768	0.198864	0.164397	0.075897	0.00207186	0.075619	0.0730541	0.00273061	0.0774744
500	0.168151	0.183743	0.17336	0.0841568	0.00198889	0.0851805	0.217574	0.170054	0.227961
524	0.129603	0.138096	0.130381	0.0618355	0.00196314	0.0652616	0.0717692	0.00260043	0.0685077
535	0.187005	0.22178	0.194943	0.106399	0.00212574	0.108152	0.103821	0.00172281	0.106438
587	0.110413	0.119313	0.109499	0.055583	0.00222278	0.0593019	0.0555868	0.00189662	0.057977
590	0.196292	0.267411	0.206094	0.109534	0.00230241	0.11233	0.133521	0.0295329	0.136102
595	0.178873	0.20759	0.180902	0.0996644	0.00226831	0.0996439	0.0980999	0.00290132	0.100442
605	0.250591	0.321437	0.261209	0.13949	0.00203443	0.140475	0.194968	0.0669308	0.202636
628	0.107425	0.0964744	0.104741	0.0571795	0.00186443	0.0609634	0.0606782	0.00330877	0.0606365
693	0.119327	0.167063	0.124117	0.0552127	0.00298786	0.0597477	0.0587041	0.00280404	0.0593433
664	0.255317	0.401772	0.267191	0.138249	0.00321627	0.142628	0.135881	0.00274682	0.13726
708	0.146709	0.183618	0.145698	0.0743155	0.002491	0.0746069	0.0724182	0.00260019	0.0772429
675	0.162598	0.288617	0.168949	0.085676	0.00258112	0.0844469	0.115483	0.0346785	0.12513
656	0.212558	0.271467	0.219166	0.117021	0.00191593	0.119027	0.112937	0.00284076	0.114874
706	0.192006	0.262384	0.196813	0.103034	0.00282311	0.105024	0.098048	0.00265718	0.101567
681	0.193836	0.248596	0.197802	0.10659	0.00275421	0.107506	0.101504	0.00264144	0.106231
724	0.132269	0.145504	0.12767	0.0684588	0.00272727	0.0689216	0.067188	0.00277543	0.0720384
750	0.123729	0.218749	0.126424	0.0678682	0.00272489	0.0682957	0.0838876	0.0172064	0.0907235
693	0.147689	0.187937	0.152223	0.0852475	0.00276971	0.0866816	0.0832078	0.00319409	0.0860164
685	0.188555	0.240579	0.192617	0.106921	0.00250149	0.105877	0.101337	0.00266075	0.104656
685	0.243667	0.31411	0.250153	0.142907	0.00293875	0.142977	0.134475	0.00274682	0.140459
688	0.248384	0.32768	0.257974	0.139161	0.00260758	0.139631	0.157513	0.0231419	0.165094
782	0.26127	0.3963	0.271169	0.131376	0.00273609	0.132403	0.312782	0.371247	0.325696
805	0.2014	0.489122	0.203651	0.102249	0.00287366	0.102206	0.110568	0.00482082	0.107218
827	0.265734	1.18458	0.275916	0.148258	0.00316644	0.148828	0.139743	0.00305915	0.144911
804	0.28184	0.627532	0.289842	0.146738	0.00279641	0.14707	0.259796	0.136314	0.270568
805	0.238201	0.458567	0.239259	0.134877	0.00277281	0.134984	0.136884	0.00460362	0.135014
865	0.288194	0.800755	0.299155	0.16447	0.00336647	0.164421	0.158149	0.00292563	0.16046
928	0.208006	0.813827	0.211056	0.100533	0.00325513	0.108896	0.0969698	0.00326037	0.102726
890	0.27976	1.57108	0.289487	0.148907	0.00337648	0.151934	0.183817	0.0420899	0.190172
873	0.2623	0.579612	0.268632	0.138733	0.00315142	0.140002	0.137376	0.00414658	0.137907
887	0.210524	0.68811	0.214704	0.109185	0.00287318	0.110085	0.102139	0.00298667	0.106176
791	0.221808	0.653948	0.223422	0.121238	0.00285077	0.121917	0.24749	0.239636	0.253353
836	0.260205	0.593311	0.26952	0.140578	0.00281382	0.141351	0.143883	0.00500607	0.138358
832	0.236875	0.797196	0.242209	0.128702	0.00284863	0.129795	0.125239	0.00334477	0.128663
774	0.186935	0.356262	0.192367	0.0911403	0.00269771	0.0912819	0.197762	0.133758	0.209096
756	0.243896	0.417983	0.25	0.127639	0.00282598	0.1296	0.130128	0.00463867	0.131907
735	0.27469	0.518063	0.293442	0.155387	0.00588632	0.157667	0.151647	0.00286651	0.151697
737	0.325707	0.511185	0.333995	0.172158	0.00265026	0.173965	0.220352	0.0635464	0.226461
759	0.365339	0.571882	0.374226	0.193448	0.00273275	0.19247	0.303208	0.149357	0.311862
854	0.224559	0.581216	0.216573	0.119803	0.00288916	0.121594	0.125404	0.00484848	0.122668
908	0.305709	1.34655	0.317553	0.150209	0.00306201	0.151883	0.301936	0.20135	0.312924
888	0.447807	2.78951	0.465121	0.237468	0.00798893	0.234242	0.529492	0.684635	0.535592
880	0.37279	1.51105	0.37262	0.18625	0.00316882	0.187013	0.374267	0.251369	0.370738
860	0.532204	2.12386	0.545458	0.308815	0.00333595	0.309208	0.305251	0.00504088	0.30041
952	0.385521	0.909738	0.383461	0.205794	0.00328994	0.208179	0.230604	0.0338981	0.231453
996	0.550974	3.63094	0.614433	0.281536	0.00373244	0.283915	0.270074	0.00460172	0.274364
1017	0.589921	3.90795	0.591603	0.265486	0.0124745	0.267464	0.457855	0.439092	0.469506
1031	0.425793	3.303	0.450595	0.187179	0.00380564	0.187069	0.37397	0.420764	0.374619
989	0.56482	2.95735	0.507754	0.224436	0.00349283	0.226683	0.232716	0.0171876	0.233304
1021	0.581129	3.92805	0.658187	0.283938	0.00334716	0.283463	0.269944	0.0039227	0.274451
982	0.572755	3.05885	0.662503	0.287827	0.00362229	0.291579	0.276386	0.00367689	0.280035
1028	0.362424	1.6818	0.318386	0.146511	0.00351977	0.144763	0.279964	0.26914	0.291812
999	0.529499	3.93086	0.538168	0.234612	0.0039444	0.235068	0.227893	0.00558949	0.229418
948	0.660518	3.80616	0.631443	0.287077	0.00356579	0.287961	0.539441	0.579228	0.562835
941	0.537454	3.71702	0.557388	0.258607	0.00332165	0.262155	0.409325	0.184185	0.410197
896	0.537117	1.45067	0.550121	0.233852	0.00337505	0.233852	0.242267	0.0202692	0.2362
948	0.637308	2.39907	0.660525	0.298927	0.00321126	0.297944	0.282161	0.00394893	0.286855
970	1.0034	6.69515	1.09676	0.481128	0.00369978	0.483436	0.452838	0.00372314	0.456231
1029	0.512982	3.1265	0.51094	0.169144	0.00384712	0.170412	0.160787	0.00393891	0.162326
985	0.78044	6.03101	0.713739	0.256621	0.00379586	0.257633	0.263578	0.0134587	0.255824
973	0.606795	3.65161	0.616229	0.247139	0.00358105	0.249864	0.258703	0.0208549	0.26234
955	0.795334	5.20715	0.811742	0.353383	0.00334024	0.354594	0.341077	0.00401688	0.334842
919	0.731656	2.67675	0.757138	0.302303	0.00318909	0.303664	0.289256	0.00393248	0.289989
983	0.785092	4.30461	0.805194	0.353683	0.00338244	0.355633	0.339416	0.00458288	0.345612
989	0.615303	3.54576	0.600611	0.270047	0.00363994	0.271927	0.41297	0.344706	0.42352
1011	1.15488	8.94545	1.21359	0.520305	0.00381207	0.524531	0.923697	1.05287	0.940235
1063	0.474557	2.47914	0.431769	0.172791	0.00346875	0.175181	0.279027	0.0797114	0.255127
1024	0.896901	8.21671	1.26983	0.392463	0.00360775	0.399678	0.386006	0.00534463	0.38881
1031	1.05127	8.47583	1.0582	0.368099	0.00386643	0.371166	0.671816	0.558193	0.687886
1051	0.802903	6.33608	0.796179	0.284962	0.00391603	0.288532	0.506861	0.320468	0.493346
1024	0.702636	4.62775	0.666738	0.244651	0.00347066	0.247762	0.540523	0.474225	0.542985
1009	0.502602	3.37885	0.483945	0.191808	0.00356364	0.191931	0.209044	0.00555825	0.197041
1007	0.824953	5.13522	0.851386	0.359648	0.00385141	0.36445	0.455495	0.135832	0.468685
1030	0.881779	4.82687	0.901884	0.375825	0.00351858	0.379473	0.383774	0.0186341	0.384261
1038	0.705835	3.609	0.701296	0.310838	0.00363183	0.313194	0.400106	0.120114	0.414351
1132	0.52524	4.38804	0.530468	0.187345	0.00384164	0.187204	0.191107	0.00544977	0.192413
1114	0.707136	8.17782	0.723886	0.290225	0.0041008	0.292463	0.284984	0.00426126	0.293695
1052	0.786751	6.12397	0.750984	0.328755	0.00406933	0.332018	0.318512	0.00393724	0.325257
1040	0.660495	4.10423	0.640205	0.252995	0.00466681	0.254711	0.276523	0.0257354	0.279536
1017	0.649116	3.91391	0.736373	0.293746	0.00331616	0.294384	0.520325	0.492846	0.532216
1072	1.01395	9.04439	1.04294	0.436676	0.00361037	0.438902	0.588626	0.20484	0.592731
1066	0.766549	5.85781	0.784813	0.304745	0.00389934	0.304781	0.517846	0.483845	0.522766
1063	0.659676	4.78911	0.650138	0.260555	0.0037446	0.26199	0.272071	0.00546622	0.261552
1048	0.535577	3.95446	0.531412	0.22536	0.00382423	0.227268	0.219404	0.00380373	0.221216
1035	0.85927	6.78247	0.918463	0.382839	0.00388837	0.383466	0.368327	0.00396013	0.369507
1049	0.710768	4.3256	0.728446	0.310005	0.00369263	0.309665	0.297735	0.0036118	0.302599
1047	0.951669	6.09225	0.998395	0.447459	0.00353956	0.450846	0.434519	0.00364971	0.437889
1172	0.602365	4.52706	0.602004	0.233284	0.00378227	0.235453	0.322186	0.114911	0.330863
1172	1.08029	15.3742	1.1568	0.457499	0.00440025	0.462526	0.760005	0.682883	0.770208
1184	1.75276	20.0122	1.78276	0.805072	0.00417304	0.796083	0.792692	0.00573516	0.78463
1265	1.05891	11.1154	1.00596	0.408957	0.00431108	0.412219	0.396069	0.00431705	0.39591
1207	1.39274	18.198	1.43905	0.588846	0.00461149	0.589937	0.62987	0.065201	0.628632
1291	1.05339	13.3521	1.05675	0.400569	0.00522351	0.400898	0.614808	0.453399	0.617487
1271	1.43501	20.7312	1.50771	0.59506	0.0052464	0.597882	0.59174	0.0131063	0.585346
1220	1.01137	11.7516	1.01533	0.366417	0.00412703	0.370212	0.602429	0.503954	0.620285
1210	1.0632	14.5766	1.09338	0.408892	0.00449228	0.415645	0.400254	0.0062139	0.399887
1168	1.19593	11.4933	1.22956	0.500088	0.00432992	0.506724	0.858222	1.01106	0.876216
1208	1.2514	13.0475	1.27354	0.5331	0.0040822	0.537992	0.526045	0.00609517	0.515392
1219	1.43312	16.9014	1.44371	0.620844	0.00420952	0.622607	0.598778	0.00439477	0.605816
1265	0.853801	10.2747	0.814943	0.341223	0.00443816	0.344397	0.337575	0.0158346	0.345848
1283	0.696172	9.72139	0.70194	0.271531	0.00448895	0.280053	0.418967	0.321924	0.434836
1207	1.28028	17.8287	1.33089	0.556098	0.00506687	0.552315	0.817538	0.444832	0.834424
1182	1.15584	11.1519	1.1992	0.511641	0.00428176	0.515715	0.642528	0.200806	0.635084
1187	1.48754	13.8107	1.52384	0.647832	0.00407028	0.649192	0.640087	0.0165925	0.632011
1296	1.55651	17.8991	1.57869	0.655192	0.00435019	0.667383	0.623639	0.00472021	0.631225
1360	1.42426	24.173	1.4424	0.543005	0.00485468	0.54219	0.513155	0.00510931	0.52185
1384	1.17092	19.3268	1.28749	0.4236	0.00484991	0.432782	0.410963	0.00854182	0.418939
1330	0.89088	13.0477	0.786649	0.308887	0.00473166	0.310506	0.281252	0.0052774	0.285586
1248	1.17536	15.1274	1.37089	0.520441	0.0173354	0.521817	0.492646	0.00448203	0.49661
1253	1.06986	10.9299	1.0708	0.436992	0.00426054	0.440852	0.411061	0.00479007	0.415223
1257	0.816977	9.42697	0.793141	0.317694	0.00428247	0.319411	0.300281	0.0044322	0.307061
1260	0.886775	10.4418	0.902468	0.401155	0.00449038	0.402547	0.608968	0.467391	0.620457
1279	1.00376	15.3028	1.04479	0.446343	0.00422072	0.453279	0.439215	0.00616717	0.432606
1228	1.18961	14.411	1.20908	0.509766	0.00442886	0.510806	0.510297	0.0287523	0.521485
1234	1.09066	11.8874	1.11261	0.485971	0.00422263	0.490653	0.47083	0.00503445	0.467984
1273	1.31023	15.8646	1.35181	0.561507	0.00470591	0.562932	0.540866	0.00828528	0.538818
1340	1.13718	13.5603	1.14928	0.447451	0.00454354	0.454278	0.630187	0.382051	0.641821
1370	1.20886	18.3842	1.25506	0.48031	0.00561929	0.487558	0.469735	0.00659728	0.468418
1392	0.840039	11.1868	0.797364	0.303497	0.00505185	0.30779	0.485593	0.378122	0.493515
1342	0.938449	14.0807	0.976946	0.407499	0.00515842	0.411532	0.398675	0.00651836	0.394033
1299	1.34584	17.9714	1.40809	0.589779	0.00475216	0.597648	0.923177	0.750626	0.936701
1330	1.20868	13.6997	1.21686	0.618966	0.00484157	0.582822	0.582083	0.00640249	0.569915
1382	1.75003	24.1402	1.83021	0.717933	0.00537252	0.737997	0.692681	0.0043807	0.696905
1469	1.20164	24.2771	1.17556	0.443542	0.00537848	0.45538	0.465971	0.0349855	0.463218
1465	0.956501	23.053	0.945702	0.349292	0.00553656	0.357428	0.345068	0.00629401	0.343705
1381	1.40102	27.7624	1.46903	0.576641	0.00528002	0.577403	0.553882	0.0052979	0.556782
1362	1.2503	17.5415	1.25202	0.485186	0.00518966	0.487702	0.681057	0.441871	0.692794
508	0.344985	0.354576	0.270594	0.102923	0.00172472	0.109558	0.254202	0.161425	0.250863
548	0.270963	0.380063	0.274336	0.107317	0.00179601	0.111534	0.114916	0.00370574	0.110508
587	0.158678	0.239538	0.159287	0.0581169	0.00190639	0.063911	0.0573232	0.0020287	0.061111
565	0.247572	0.413149	0.275406	0.0995111	0.00287461	0.103095	0.0965705	0.00311494	0.100706
573	0.266754	0.348212	0.272097	0.102735	0.00185466	0.105947	0.297027	0.265445	0.308129
629	0.229943	0.328935	0.237861	0.0875888	0.00188375	0.0911722	0.0988231	0.00380325	0.0930429
633	0.307487	0.504702	0.330241	0.144478	0.00285864	0.149921	0.206466	0.065599	0.213305
654	0.176665	0.249378	0.169224	0.0706077	0.00287652	0.0751045	0.0764549	0.00836205	0.0767682
691	0.283142	0.47729	0.288656	0.122008	0.00289917	0.12731	0.119501	0.0029459	0.123207
705	0.288661	0.808096	0.314304	0.129318	0.00283599	0.134066	0.127014	0.00287151	0.130873
