sizes	flex_filter_forward	flex_filter_backward	const_filter_forward	const_filter_backward
121	0.0320022	0.00199819	0.02	0.00200295	0	0
114	0.0239987	0.00100017	0.0530007	0.0180008	0	0
132	0.0380018	0.00199819	0.0909629	0.0410004	0	0
153	0.0209994	0.00200057	0.0209973	0.00200224	0	0
134	0.0400128	0.000997782	0.0379941	0.00199962	0	0
173	0.0339994	0.00199986	0.0330002	0.0019989	0	0
173	0.023	0.0010004	0.0240009	0.00100374	0	0
100	0.0170004	0.00200152	0.0149987	0.00200057	0	0
161	0.0319977	0.000998974	0.0370023	0.000997305	0	0
194	0.0320005	0.00200081	0.052	0.016999	0	0
169	0.0299973	0.00100231	0.0319967	0.00199914	0	0
186	0.0279982	0.00200105	0.029002	0.00199771	0	0
156	0.0290005	0.00200248	0.0299995	0.00200343	0	0
183	0.0389972	0.00200009	0.0389998	0.00200009	0	0
187	0.0450027	0.000997305	0.0439963	0.00200224	0	0
221	0.0289969	0.00199986	0.0380003	0.00699973	0	0
205	0.0269988	0.000999928	0.0259993	0.00199795	0	0
149	0.0389993	0.00200152	0.0399995	0.00200248	0	0
239	0.0319974	0.00199938	0.0389979	0.00700331	0	0
167	0.0219936	0.00200224	0.0340006	0.00899935	0	0
185	0.0500002	0.00200081	0.0540018	0.00699973	0	0
225	0.0410023	0.00200248	0.0389991	0.0019989	0	0
207	0.0270011	0.002002	0.0270007	0.0030005	0	0
215	0.0369997	0.00199962	0.0439978	0.00700283	0	0
201	0.0229976	0.00100017	0.0219979	0.00200081	0	0
155	0.0459969	0.00200057	0.046999	0.00200081	0	0
210	0.0389988	0.00200081	0.0459964	0.00500441	0	0
213	0.0959992	0.00300336	0.181002	0.0829952	0	0
261	0.0560002	0.00200105	0.115009	0.0580056	0	0
263	0.0450008	0.00200272	0.0480022	0.00200105	0	0
234	0.0640044	0.00199628	0.0510013	0.00199866	0	0
206	0.0429974	0.00200129	0.0430026	0.00200129	0	0
235	0.0520053	0.00200081	0.116011	0.0779984	0	0
265	0.0649991	0.00200438	0.0780001	0.00499988	0	0
291	0.0850034	0.00200129	0.0820024	0.00299501	0	0
286	0.0299962	0.00200343	0.0269988	0.0030036	0	0
189	0.0519972	0.00200033	0.0480008	0.00200105	0	0
237	0.0680044	0.00200272	0.135048	0.0740342	0	0
299	0.0520048	0.00199938	0.0599978	0.002002	0	0
192	0.0369966	0.0020051	0.0740006	0.032001	0	0
231	0.0569971	0.00200057	0.130002	0.0820003	0	0
244	0.0489981	0.00200367	0.0980003	0.0449984	0	0
231	0.0439985	0.00199652	0.048003	0.00199795	0	0
178	0.0580001	0.002002	0.0559986	0.00200391	0	0
203	0.0679998	0.00200033	0.124004	0.0720003	0	0
265	0.0590022	0.00199914	0.0660012	0.002002	0	0
263	0.0489974	0.00200105	0.0519972	0.00299978	0	0
288	0.0530002	0.00199628	0.0540042	0.00200105	0	0
245	0.0649974	0.00200081	0.0689998	0.00200605	0	0
241	0.109065	0.00199842	0.114002	0.00200081	0	0
295	0.0670047	0.00200009	0.0739977	0.00199986	0	0
258	0.132996	0.00200105	0.137122	0.00200248	0	0
370	0.102999	0.0029974	0.104996	0.00300217	0	0
284	0.0810027	0.00199771	0.121002	0.0339997	0	0
317	0.0679979	0.00300121	0.119998	0.0479994	0	0
282	0.0810001	0.00200129	0.153997	0.0790033	0	0
284	0.113996	0.00200033	0.122005	0.00299931	0	0
323	0.114003	0.00399661	0.172	0.0499973	0	0
297	0.131003	0.00399899	0.137	0.0030036	0	0
340	0.0620005	0.0030036	0.0670035	0.00299883	0	0
239	0.0569999	0.00200176	0.112998	0.0610003	0	0
262	0.0599954	0.00200081	0.0750039	0.00199437	0	0
290	0.129001	0.00300217	0.298002	0.266998	0	0
293	0.0919993	0.00300074	0.104527	0.00199962	0	0
317	0.107066	0.00200105	0.111002	0.00199795	0	0
320	0.146	0.00200272	0.152999	0.00200319	0	0
367	0.0839992	0.00300074	0.188997	0.145004	0	0
224	0.0840015	0.00200176	0.144998	0.0519977	0	0
295	0.0849977	0.00200081	0.146963	0.0639968	0	0
291	0.135	0.00200009	0.14401	0.00200009	0	0
325	0.154001	0.0019989	0.16282	0.00599504	0	0
339	0.108997	0.00200129	0.117529	0.00300479	0	0
307	0.089999	0.00200033	0.199033	0.134	0	0
286	0.148	0.00199962	0.187011	0.00899887	0	0
388	0.109997	0.00200129	0.117013	0.00300384	0	0
264	0.119071	0.00200081	0.150556	0.0150044	0	0
332	0.147001	0.00300002	0.233005	0.0989962	0	0
341	0.0819998	0.0030005	0.0960002	0.00300217	0	0
319	0.0539989	0.00199986	0.122995	0.0830016	0	0
262	0.0730016	0.00200224	0.164053	0.116002	0	0
283	0.110997	0.00199914	0.117997	0.00200176	0	0
368	0.137	0.00299883	0.146	0.0040009	0	0
359	0.132999	0.00200224	0.146999	0.00300002	0	0
358	0.0600019	0.00299859	0.0630028	0.00299764	0	0
239	0.0909953	0.00199986	0.195	0.131999	0	0
302	0.121997	0.00199986	0.126075	0.00199819	0	0
352	0.125	0.00300097	0.128996	0.00900316	0	0
325	0.132999	0.00300121	0.134	0.00200033	0	0
321	0.166003	0.00199604	0.186002	0.00199795	0	0
344	0.111997	0.00300121	0.195004	0.082001	0	0
336	0.0839658	0.00200033	0.114003	0.0370004	0	0
287	0.0729969	0.00200033	0.0720005	0.00199986	0	0
277	0.136002	0.00300455	0.142998	0.00300217	0	0
363	0.0970016	0.00300074	0.0959973	0.0030005	0	0
