Graph size,Flexible forward,Constant forward,Flexible backward,Constant backward
231.0,0.0419993,0.00200009,0.105017,0.0639994
178.0,0.049999,0.00200224,0.0860035,0.0279975
203.0,0.0740056,0.00199914,0.0669968,0.00200129
265.0,0.0690002,0.00300145,0.113,0.0680015
263.0,0.0480015,0.00199771,0.0580015,0.00899839
288.0,0.0619969,0.00300193,0.0650024,0.00199795
245.0,0.0729964,0.00200081,0.081002,0.00200081
241.0,0.106999,0.00199962,0.227999,0.186
295.0,0.0749993,0.00300169,0.0859995,0.00200081
258.0,0.147,0.00200009,0.149003,0.0149987
370.0,0.100997,0.00300145,0.107999,0.00300217
284.0,0.0990696,0.00199533,0.197001,0.146
317.0,0.0729966,0.00200152,0.0840085,0.00199246
282.0,0.0899975,0.00300074,0.171997,0.115999
284.0,0.128002,0.00200057,0.12464,0.00199938
323.0,0.138,0.00300121,0.121,0.00699997
297.0,0.150001,0.00300121,0.15,0.00300455
340.0,0.0630038,0.00300097,0.069001,0.00299668
239.0,0.0569994,0.00200129,0.0600002,0.00300121
262.0,0.0650041,0.00200081,0.0800056,0.00299549
290.0,0.151001,0.00199938,0.156003,0.00299835
293.0,0.0979996,0.00200057,0.224998,0.172999
317.0,0.132005,0.0019989,0.135999,0.00300074
320.0,0.174003,0.00199556,0.221003,0.088002
367.0,0.0779991,0.00300097,0.0970018,0.00300837
224.0,0.103997,0.00300407,0.0990012,0.00200057
295.0,0.0920029,0.00300097,0.102998,0.00900412
291.0,0.165091,0.00200462,0.173014,0.0510011
325.0,0.154998,0.00200486,0.245997,0.111995
339.0,0.124,0.00300407,0.129999,0.00399971
307.0,0.0989962,0.00200081,0.123996,0.00300455
286.0,0.175,0.00200033,0.219999,0.00200129
388.0,0.131001,0.00299835,0.179003,0.0850008
264.0,0.141999,0.00200152,0.243,0.150003
332.0,0.147001,0.00199866,0.240999,0.142
341.0,0.102002,0.00299954,0.112995,0.00200033
319.0,0.0560033,0.00199914,0.0640042,0.00299764
262.0,0.0779924,0.00300145,0.0840006,0.00200105
283.0,0.120998,0.0030005,0.116999,0.00300193
368.0,0.163004,0.00300407,0.216002,0.0830011
359.0,0.164188,0.00200057,0.288,0.262001
358.0,0.0630021,0.00299549,0.072999,0.00299835
239.0,0.0919979,0.00200081,0.129995,0.0370016
302.0,0.117001,0.00200033,0.142,0.00200152
352.0,0.124999,0.00200248,0.124997,0.00700355
325.0,0.119998,0.00299811,0.246999,0.158003
321.0,0.202997,0.00200081,0.381999,0.351002
344.0,0.140999,0.00200009,0.152,0.002002
336.0,0.0910006,0.00199676,0.141001,0.0730028
287.0,0.0790005,0.00300097,0.160002,0.0849988
277.0,0.141999,0.00200343,0.153007,0.00299668
363.0,0.0969996,0.00300097,0.0940013,0.00199795
328.0,0.181068,0.00300097,0.257996,0.144002
432.0,0.123999,0.00300097,0.254994,0.136002
290.0,0.144999,0.00200272,0.264008,0.166989
390.0,0.312998,0.00300121,0.655999,0.697005
487.0,0.206998,0.00300002,0.235995,0.0100024
336.0,0.182995,0.00200391,0.227,0.00499964
410.0,0.196002,0.00299883,0.258005,0.00299764
356.0,0.138003,0.00299692,0.188993,0.00300145
394.0,0.150002,0.00299907,0.406036,0.438999
337.0,0.129002,0.00299907,0.259999,0.206007
337.0,0.169999,0.00300455,0.232996,0.0330024
412.0,0.251998,0.00200033,0.301997,0.00300002
419.0,0.271999,0.00300527,0.317451,0.0030005
429.0,0.171013,0.00299287,0.170013,0.00299883
337.0,0.0980062,0.00299597,0.214083,0.149001
294.0,0.149011,0.00199294,0.175001,0.00300026
397.0,0.203999,0.00300479,0.251001,0.0430017
412.0,0.189,0.00400209,0.262001,0.0978854
480.0,0.280998,0.00299978,0.308,0.0030055
411.0,0.152,0.00299931,0.183001,0.0040009
405.0,0.109002,0.00300026,0.141001,0.00300074
354.0,0.100995,0.0030005,0.122002,0.00400209
315.0,0.133004,0.00300097,0.148998,0.00300074
426.0,0.184003,0.00399899,0.309001,0.154995
402.0,0.134998,0.00299931,0.155008,0.00398898
363.0,0.147998,0.00200272,0.156999,0.00500011
369.0,0.0979984,0.00300097,0.102017,0.00199938
347.0,0.138,0.00300026,0.154047,0.00299883
410.0,0.185004,0.00199628,0.193014,0.00300336
398.0,0.215001,0.00200105,0.292473,0.100999
477.0,0.209002,0.0029974,0.410051,0.324343
394.0,0.135,0.0030005,0.128997,0.00300145
410.0,0.104,0.00300002,0.184999,0.0720055
335.0,0.112999,0.00300074,0.107999,0.0030036
391.0,0.216005,0.00299597,0.444002,0.412999
450.0,0.249998,0.00400138,0.257996,0.00300121
463.0,0.327999,0.0030005,0.784002,0.898999
538.0,0.175001,0.00300169,0.589,3.20553
386.0,0.0800016,0.00299883,0.138534,0.0530112
311.0,0.128004,0.00199962,0.125012,0.00300097
415.0,0.150001,0.00299621,0.150011,0.0030005
215.0,0.0289986,0.002002,0.0449955,0.0150001
225.0,0.0179977,0.002002,0.0180004,0.000998735
258.0,0.0220006,0.00099802,0.0239995,0.00200057
273.0,0.0369954,0.00100327,0.0418234,0.00400186
281.0,0.0279984,0.00200009,0.0290024,0.000999689
325.0,0.0179982,0.000998735,0.0169938,0.00200152
249.0,0.0289969,0.000999928,0.03,0.0010004
254.0,0.0229986,0.0010004,0.0209997,0.00200415
332.0,0.0320015,0.000999928,0.0340097,0.00200152
339.0,0.0610013,0.00199914,0.0740149,0.0070045
340.0,0.0219975,0.00199962,0.025001,0.00100088
321.0,0.0289955,0.00200009,0.0330007,0.00099802
323.0,0.0460017,0.00199842,0.0430002,0.000998497
348.0,0.0639987,0.00200009,0.057013,0.00200272
385.0,0.0300035,0.00100279,0.026,0.00200319
408.0,0.0229971,0.00200009,0.0590189,0.0269985
335.0,0.0240006,0.00200057,0.0432661,0.0119994
370.0,0.0209961,0.000999451,0.024996,0.00100255
390.0,0.0399983,0.00200272,0.041013,0.00200129
342.0,0.0439997,0.00200462,0.046,0.000999212
386.0,0.0359974,0.000999212,0.0530162,0.015003
412.0,0.0509987,0.00200057,0.0770185,0.0319979
411.0,0.0339949,0.00200057,0.0550103,0.020999
399.0,0.0269992,0.00200248,0.0270014,0.00199771
343.0,0.0260055,0.000998974,0.029002,0.00200057
339.0,0.0380006,0.00100112,0.0450003,0.00300097
403.0,0.065001,0.00200176,0.0739968,0.00100064
426.0,0.0710003,0.00200033,0.069001,0.002002
498.0,0.0569937,0.00200129,0.0590146,0.00899982
472.0,0.0449948,0.00200152,0.0389996,0.00199962
410.0,0.0449996,0.00300026,0.039016,0.00199914
421.0,0.0399985,0.00200129,0.0650146,0.0260005
472.0,0.0560026,0.00199699,0.0729978,0.0120008
528.0,0.0749946,0.00200224,0.150999,0.0740011
541.0,0.0279975,0.00200105,0.069,0.0330005
458.0,0.0480018,0.00200057,0.0799999,0.0319996
401.0,0.0450029,0.000999212,0.0439987,0.00300026
508.0,0.0469961,0.00199986,0.0800009,0.0460029
463.0,0.043999,0.00200248,0.0430033,0.00199676
403.0,0.0440004,0.00200152,0.0390024,0.00200009
445.0,0.0389972,0.00200319,0.0389955,0.00200248
453.0,0.0289974,0.00199962,0.0290017,0.00200009
381.0,0.0449979,0.00200224,0.0829983,0.0370009
351.0,0.067997,0.00200129,0.103004,0.0259976
439.0,0.0619998,0.00200057,0.0610137,0.00200272
494.0,0.0930014,0.00300002,0.0920124,0.00199986
529.0,0.0630057,0.00199795,0.0693133,0.0059979
503.0,0.0500021,0.00299668,0.0520022,0.0019989
450.0,0.107002,0.00199962,0.122002,0.0139992
489.0,0.0730019,0.00199914,0.0720162,0.00200105
517.0,0.179,0.00199986,0.197001,0.0309982
583.0,0.092,0.002002,0.107001,0.0240023
611.0,0.116002,0.00199914,0.110997,0.00299978
561.0,0.0810006,0.00199771,0.0909967,0.00200272
563.0,0.0549994,0.00300097,0.0629954,0.00300312
529.0,0.0940053,0.00199819,0.164001,0.0910022
559.0,0.0679994,0.00200224,0.0720041,0.00199866
572.0,0.121,0.00200105,0.214997,0.0830023
590.0,0.052002,0.00300097,0.0620034,0.00199842
545.0,0.103,0.00200081,0.0990005,0.0030005
476.0,0.096005,0.00300121,0.144998,0.0540037
518.0,0.0729985,0.00200295,0.0979955,0.0179994
531.0,0.099,0.00199866,0.110997,0.00200152
566.0,0.156996,0.00299811,0.199001,0.0500009
593.0,0.191,0.00200176,0.437,0.417542
637.0,0.0539989,0.00200105,0.0590098,0.00300384
547.0,0.115999,0.00300121,0.119015,0.00200057
479.0,0.0580006,0.00200176,0.0630155,0.0010016
544.0,0.155998,0.00200224,0.333052,0.273026
562.0,0.146997,0.00200033,0.202034,0.0510128
600.0,0.151001,0.00300074,0.141015,0.00299859
604.0,0.112998,0.00200248,0.10802,0.00300097
557.0,0.176006,0.00199866,0.218029,0.0380006
621.0,0.0540011,0.00199962,0.117026,0.079004
598.0,0.190997,0.00300193,0.438725,0.434999
553.0,0.113,0.00300241,0.119999,0.00299907
618.0,0.114997,0.0030055,0.292002,0.254003
619.0,0.0879993,0.00300574,0.251,0.213999
553.0,0.0660002,0.00300193,0.0710011,0.00299764
509.0,0.111999,0.00200081,0.181999,0.0400014
612.0,0.153002,0.00300121,0.330863,0.272001
680.0,0.100001,0.00300026,0.102999,0.00299931
664.0,0.0690012,0.00299978,0.193003,0.155999
568.0,0.121997,0.0030005,0.140997,0.0109997
503.0,0.108999,0.00200057,0.153996,0.0690038
610.0,0.0780027,0.00299883,0.134003,0.0700037
626.0,0.139002,0.00299764,0.150997,0.0030036
593.0,0.15,0.00200295,0.15,0.00300241
602.0,0.122999,0.0030036,0.133999,0.0159998
631.0,0.108999,0.00300241,0.101997,0.00300169
589.0,0.0809968,0.00300026,0.117,0.0559967
535.0,0.109999,0.00199986,0.108,0.00199842
596.0,0.133002,0.00199914,0.129001,0.00200152
651.0,0.151001,0.00199938,0.147999,0.00300264
712.0,0.0829976,0.00299978,0.144525,0.078001
668.0,0.196001,0.00300074,0.209523,0.00300074
638.0,0.243999,0.00300074,0.429001,0.259999
801.0,0.184997,0.00300193,0.189997,0.00300193
763.0,0.304996,0.0030055,0.306999,0.00300121
695.0,0.117004,0.00199938,0.191999,0.119
692.0,0.218001,0.00300646,0.204997,0.00300241
705.0,0.122,0.00300121,0.115002,0.00299644
672.0,0.131002,0.00300002,0.174001,0.0689998
628.0,0.159,0.00199938,0.295966,0.223006
701.0,0.229993,0.00300145,0.244996,0.00300145
753.0,0.192002,0.00299954,0.193003,0.00300193
775.0,0.145997,0.00300169,0.133003,0.00400066
707.0,0.123,0.00300169,0.120998,0.00299883
592.0,0.172,0.0030005,0.247997,0.0630007
646.0,0.128998,0.00199986,0.141002,0.00199962
755.0,0.257997,0.00200224,0.272996,0.00200081
842.0,0.215998,0.00200129,0.451998,0.423
809.0,0.222001,0.00299931,0.217,0.0030005
763.0,0.158,0.00299907,0.281014,0.197002
719.0,0.0999994,0.00300145,0.111536,0.00300026
626.0,0.149999,0.00200224,0.305999,0.236534
698.0,0.109006,0.00199676,0.183741,0.100519
771.0,0.154,0.00300217,0.167015,0.00300241
717.0,0.164999,0.00300002,0.159036,0.00299644
680.0,0.125997,0.00299931,0.124535,0.0030005
684.0,0.141,0.00300002,0.181,0.0280004
710.0,0.163,0.00200081,0.245998,0.0710042
747.0,0.197001,0.00299788,0.191997,0.00199986
815.0,0.188,0.00200057,0.229013,0.0969996
804.0,0.213999,0.00300074,0.220997,0.00299931
766.0,0.118998,0.00300002,0.119003,0.00300241
700.0,0.127999,0.00299978,0.121994,0.00299931
692.0,0.159,0.00300002,0.161002,0.00299788
778.0,0.191999,0.00200009,0.287,0.140004
843.0,0.323997,0.00200129,0.326001,0.00399923
905.0,0.188997,0.00500202,0.184001,0.00399852
857.0,0.143998,0.00400472,0.152996,0.00400257
668.0,0.169996,0.00299978,0.205017,0.0289962
688.0,0.130998,0.00199866,0.231003,0.126003
311.0,0.0390053,0.00199413,0.0389993,0.00199962
343.0,0.0440013,0.00199819,0.0490005,0.00200558
367.0,0.0589983,0.002002,0.148004,0.105996
402.0,0.0749986,0.00200033,0.0729966,0.00200033
418.0,0.0369973,0.00199986,0.037998,0.002002
386.0,0.0620027,0.00199842,0.0650005,0.00300002
380.0,0.0600028,0.00200057,0.0570016,0.00199962
413.0,0.0379944,0.00200033,0.0469975,0.00200129
459.0,0.0959961,0.00200105,0.0970011,0.00299931
480.0,0.05,0.00300002,0.0500028,0.00399971
464.0,0.0810013,0.00299692,0.0710053,0.00199676
474.0,0.0809999,0.00300145,0.0740032,0.00199747
469.0,0.105001,0.00200129,0.0919936,0.00300026
520.0,0.0380032,0.00199842,0.0379989,0.00199747
560.0,0.0460024,0.00300097,0.0459974,0.00300336
523.0,0.0760005,0.00300074,0.0850046,0.00299525
546.0,0.042001,0.00299907,0.102,0.0579998
511.0,0.0519991,0.0029974,0.0470028,0.00299668
540.0,0.0980008,0.00200152,0.0940044,0.00499845
524.0,0.0730007,0.00299788,0.076997,0.00300217
555.0,0.0839999,0.00299859,0.082,0.00200105
593.0,0.0570061,0.00299907,0.0560005,0.00299978
579.0,0.0589981,0.00300002,0.103999,0.0430028
524.0,0.0690014,0.00299788,0.0699995,0.00300336
518.0,0.0729985,0.00300741,0.0690022,0.00299931
515.0,0.126001,0.00299931,0.122929,0.00300002
587.0,0.117995,0.00299954,0.218005,0.177998
632.0,0.104,0.00300121,0.143998,0.0460041
682.0,0.0920012,0.00300074,0.0869989,0.00400257
628.0,0.104999,0.0030005,0.104001,0.00400162
608.0,0.103999,0.00300097,0.0999999,0.00299859
641.0,0.11,0.00300002,0.111,0.00300002
717.0,0.121999,0.00400162,0.197999,0.0979998
753.0,0.0720022,0.00299883,0.209003,1.11704
699.0,0.0979974,0.00399995,0.107,0.00400281
649.0,0.0899987,0.00400186,0.0999987,0.00400138
655.0,0.0690029,0.00400066,0.0649972,0.0030005
648.0,0.0759957,0.00300264,0.0839989,0.00300241
658.0,0.095,0.00300121,0.0920012,0.0030036
596.0,0.0919995,0.00299835,0.0859988,0.00299931
643.0,0.0749972,0.00300121,0.120004,0.054997
590.0,0.0900044,0.0039947,0.189999,0.133002
542.0,0.120003,0.00199699,0.171999,0.055002
566.0,0.101,0.00300717,0.0979955,0.00200272
646.0,0.139997,0.00500083,0.152999,0.0030005
725.0,0.101004,0.00299907,0.102,0.00400281
722.0,0.101996,0.00399971,0.156005,0.0499959
687.0,0.198999,0.00362253,0.441002,0.443995
674.0,0.137004,0.00399709,0.135,0.00399899
691.0,0.259,0.00300169,0.598002,0.693999
797.0,0.146,0.00299954,0.364016,0.343004
806.0,0.211996,0.00400066,0.200999,0.00399876
847.0,0.19,0.00399947,0.202998,0.00500107
779.0,0.110999,0.00400281,0.138,0.0300021
791.0,0.168999,0.00399923,0.160996,0.0100017
778.0,0.169001,0.00299811,0.371,2.08452
787.0,0.204,0.00400114,0.226996,0.00800204
833.0,0.113997,0.00400305,0.284525,0.219001
777.0,0.172996,0.00400186,0.430998,0.443004
744.0,0.186998,0.00700188,0.327998,0.212
699.0,0.159998,0.00299978,0.151002,0.00399804
741.0,0.177998,0.00300097,0.515996,4.20108
764.0,0.248,0.00400376,0.266013,0.0039978
793.0,0.345002,0.00400138,0.941009,7.88222
853.0,0.119002,0.00400114,0.246997,0.115
792.0,0.215002,0.00499749,0.207998,0.00800204
756.0,0.172997,0.00299478,0.251002,0.104998
709.0,0.217004,0.00400066,0.490022,0.458038
772.0,0.262996,0.00300097,0.671998,5.49203
799.0,0.290999,0.00400138,0.413998,0.164526
820.0,0.232998,0.00299978,0.359,0.232004
820.0,0.355,0.00300121,0.372998,0.00300074
848.0,0.115999,0.00400162,0.132001,0.00399899
815.0,0.282001,0.00799823,0.282999,0.00500584
841.0,0.280997,0.00399947,0.261998,0.00300193
809.0,0.194002,0.00399899,0.176997,0.00400257
851.0,0.188,0.00400043,0.189,0.00499964
812.0,0.145001,0.00499916,0.380002,2.60201
771.0,0.271996,0.00400186,0.267998,0.00300097
803.0,0.272002,0.00600171,0.708515,0.901602
878.0,0.228001,0.00500083,0.443999,2.529
959.0,0.148,0.00500011,0.165999,0.00600386
845.0,0.213999,0.00500226,0.328003,0.205
793.0,0.239,0.00399828,0.244999,0.00400591
783.0,0.144998,0.00499988,0.154001,0.00399756
865.0,0.249005,0.00399566,0.314001,0.086997
858.0,0.301997,0.00400233,0.495999,0.349002
835.0,0.225,0.00400209,0.256996,0.0100021
853.0,0.183997,0.00400186,0.196997,0.00400066
847.0,0.174003,0.00500202,0.179013,0.00500321
800.0,0.244999,0.00599933,0.245,0.00500178
821.0,0.229,0.00400162,0.237998,0.00399828
848.0,0.286001,0.00400186,0.293,0.0150037
998.0,0.198006,0.00399923,0.209998,0.0050025
917.0,0.378998,0.00499892,0.522018,0.334998
964.0,0.564999,0.0050025,0.801534,0.377048
1000.0,0.305002,0.00400019,0.294033,0.00300169
1033.0,0.491994,0.00500131,0.438046,0.00399804
1052.0,0.256999,0.00500464,0.251934,0.00400019
946.0,0.339003,0.00399804,0.37595,0.0790172
1001.0,0.272001,0.00400019,0.549983,3.60299
941.0,0.231999,0.00399971,0.249003,0.00499988
928.0,0.394997,0.00300145,0.355,0.00500131
954.0,0.349,0.00300193,0.357997,0.00900245
994.0,0.502998,0.00300026,0.428015,0.00300169
1074.0,0.303998,0.00500417,0.553001,3.90458
1020.0,0.246998,0.00600028,0.230013,0.00599837
924.0,0.357999,0.00499964,0.351997,0.0119998
900.0,0.310004,0.00599766,0.308998,0.00400114
969.0,0.532005,0.00399303,0.417,0.00300407
1121.0,0.492997,0.00500035,0.410008,0.00400257
1121.0,0.374,0.00599742,0.694001,3.42527
1109.0,0.357003,0.00599623,0.305998,0.00599766
1032.0,0.195001,0.006001,0.188998,0.00500107
951.0,0.337005,0.00500011,0.348997,0.00500107
971.0,0.245,0.00399899,0.500999,2.90802
1018.0,0.255995,0.00500059,0.56,3.92509
1035.0,0.295998,0.006001,0.324998,0.00600052
996.0,0.321996,0.00400138,0.345997,0.0780013
956.0,0.317995,0.00500321,0.434554,0.168002
1008.0,0.362994,0.00400162,0.316999,0.00299835
1001.0,0.412004,0.00499821,0.664,0.585002
1121.0,0.343999,0.00400233,0.575997,0.450002
1100.0,0.359999,0.00500107,0.333994,0.00600195
1120.0,0.218001,0.00600004,0.223997,0.00700283
1017.0,0.304001,0.00399923,0.317006,0.0369978
1020.0,0.358996,0.00300384,0.595997,0.455001
1048.0,0.344001,0.00299835,0.41,0.123
1134.0,0.622007,0.00598812,0.525996,0.00400138
1218.0,0.341996,0.006006,0.396,0.0699961
1183.0,0.260998,0.00700498,0.491998,2.418
1084.0,0.395,0.00699925,0.391,0.00500417
1000.0,0.309998,0.00899911,0.294002,0.00599885
423.0,0.0569987,0.00200105,0.0639977,0.00200391
436.0,0.0839996,0.002002,0.135,0.0649974
489.0,0.107999,0.00299978,0.0960002,0.00300527
517.0,0.0539999,0.00300455,0.0890007,0.0419981
470.0,0.0870025,0.00299978,0.0999954,0.0110047
500.0,0.0949984,0.00300145,0.106003,0.00899982
524.0,0.0749984,0.00300217,0.0730042,0.00299668
535.0,0.112,0.00300169,0.119997,0.00299907
587.0,0.0699997,0.00300145,0.0640008,0.00400209
590.0,0.145999,0.00399971,0.126,0.00299931
595.0,0.111002,0.00499797,0.25759,0.208995
605.0,0.170996,0.00300074,0.350001,0.333001
628.0,0.0730007,0.00399637,0.0629992,0.00299978
693.0,0.0610001,0.00300145,0.0580025,0.0040009
664.0,0.166996,0.00399971,0.248997,0.117002
708.0,0.078002,0.00400329,0.0919988,0.00900149
675.0,0.0980027,0.00400066,0.216002,0.180004
656.0,0.142998,0.00399852,0.121001,0.00399756
706.0,0.126998,0.00299883,0.110998,0.00399947
681.0,0.111001,0.0030005,0.155999,0.0360022
724.0,0.0700004,0.00400114,0.0790014,0.00600076
750.0,0.0730026,0.00399566,0.0780025,0.00499773
693.0,0.0940001,0.00400114,0.103001,0.0209973
685.0,0.121998,0.00400233,0.322,1.91353
685.0,0.156003,0.00399566,0.161009,0.00400209
688.0,0.161994,0.00300002,0.151,0.0040009
782.0,0.166001,0.00400448,0.388999,2.671
805.0,0.114999,0.00500107,0.185997,0.094002
827.0,0.166999,0.00500083,0.15058,0.00600314
804.0,0.175996,0.0050025,0.375,2.35558
805.0,0.165007,0.00399423,0.155002,0.00399876
865.0,0.205001,0.00500059,0.229,0.0670023
928.0,0.129,0.00500107,0.11655,0.00600004
890.0,0.162,0.00700283,0.202002,0.0559967
873.0,0.160999,0.00500345,0.265995,0.140001
887.0,0.123999,0.00400186,0.126,0.006001
791.0,0.148998,0.00500131,0.207396,0.0749962
836.0,0.162004,0.00399399,0.214088,0.0719974
832.0,0.146996,0.0049994,0.139995,0.0050025
774.0,0.0989997,0.00400424,0.104004,0.0049994
756.0,0.146001,0.00500369,0.228997,0.0990052
735.0,0.185999,0.00400162,0.170001,0.00500011
737.0,0.181997,0.00400329,0.183996,0.00400233
759.0,0.209003,0.00400424,0.204004,0.00399804
854.0,0.154002,0.00500035,0.273996,0.2
908.0,0.169001,0.00599813,0.175,0.00600052
888.0,0.289,0.00500321,0.250995,0.0120015
880.0,0.205001,0.00499821,0.196001,0.00500202
860.0,0.372999,0.00400043,0.298999,0.00399899
952.0,0.229003,0.00499797,0.32002,0.154996
996.0,0.316997,0.00600362,0.615533,3.972
1017.0,0.292998,0.00600004,0.289001,0.00600195
1031.0,0.221001,0.006001,0.199998,0.0059998
989.0,0.275006,0.006001,0.241997,0.00600219
1021.0,0.349,0.00599861,0.395003,0.163995
982.0,0.297998,0.00600219,0.294997,0.00500345
1028.0,0.159994,0.00600195,0.153999,0.00900412
999.0,0.284002,0.00599885,0.348003,0.159268
948.0,0.291002,0.00699806,0.542001,0.472001
941.0,0.305,0.00400329,0.295,0.0109997
896.0,0.247,0.00300121,0.246002,0.00500154
948.0,0.310999,0.004004,0.342013,0.0410032
970.0,0.463,0.00500202,0.454,0.00500274
1029.0,0.185001,0.00599909,0.307516,0.178004
985.0,0.275,0.00400114,0.327996,0.111001
973.0,0.252999,0.0059979,0.267997,0.00600028
955.0,0.350997,0.00500083,0.536018,0.274998
919.0,0.342994,0.00400376,0.320132,0.00499892
983.0,0.354005,0.00599885,0.831997,6.04376
989.0,0.327,0.00599933,0.311,0.00600171
1011.0,0.521003,0.0059967,0.508998,0.00700021
1063.0,0.230002,0.00599933,0.297,0.119014
1024.0,0.467957,0.00699878,0.395001,0.00600195
1031.0,0.428002,0.00599813,0.830998,6.23687
1051.0,0.335998,0.008003,0.310891,0.00800037
1024.0,0.269001,0.0049994,0.254084,0.00500154
1009.0,0.214996,0.00699973,0.210073,0.0109975
1007.0,0.408997,0.00600362,0.369037,0.00400186
1030.0,0.434,0.00399876,0.533408,0.277289
1038.0,0.314002,0.00399923,0.52096,0.374166
1132.0,0.225568,0.00699902,0.209994,0.0080018
1114.0,0.315003,0.00499821,0.304014,0.00600171
1052.0,0.380353,0.006001,0.331002,0.00599909
1040.0,0.263996,0.00500107,0.257987,0.00599933
1017.0,0.337999,0.00600028,0.303998,0.00899959
1072.0,0.480003,0.00400114,0.414066,0.00600052
1066.0,0.319281,0.00799537,0.638003,3.78707
1063.0,0.268998,0.00699997,0.559107,3.31468
1048.0,0.243001,0.006001,0.278838,0.0189986
1035.0,0.450003,0.00699878,0.396003,0.00700331
1049.0,0.361003,0.00699711,0.313995,0.0040009
1047.0,0.439999,0.00699973,0.432012,0.00699854
1172.0,0.298006,0.00699663,0.467054,2.661
1172.0,0.457995,0.006001,0.851034,4.86461
1184.0,0.843997,0.00599933,1.54553,11.8454
1265.0,0.466051,0.00600338,0.415,0.00700188
1207.0,0.64688,0.00800443,0.699045,0.242998
1291.0,0.469998,0.00700045,0.426,0.0120027
1271.0,0.566497,0.006001,0.915049,4.94534
1220.0,0.422058,0.00700593,0.361013,0.00500298
1210.0,0.397027,0.0079968,0.384055,0.00600433
1168.0,0.539002,0.00800228,0.457001,0.00699759
1208.0,0.502078,0.0079999,0.580999,0.144
1219.0,0.697993,0.00900149,0.593,0.00700045
1265.0,0.392828,0.0090127,0.643,3.93603
1283.0,0.339002,0.00899696,0.288,0.00600243
1207.0,0.530998,0.00800276,0.505997,0.00700188
1182.0,0.555004,0.00499845,0.480037,0.0070014
1187.0,0.606018,0.00700283,0.592,0.0070014
1296.0,0.620964,0.006001,0.588996,0.00500393
1360.0,0.598048,0.00899673,0.794317,3.52331
1384.0,0.475998,0.00600123,0.424997,0.0110016
1330.0,0.307004,0.00999689,0.307998,0.0129995
1248.0,0.501051,0.00900078,0.493998,0.0060029
1253.0,0.431002,0.00699806,0.435001,0.00699854
1257.0,0.316055,0.00700235,0.313998,0.00699997
1260.0,0.4641,0.00799966,0.417,0.0210001
1279.0,0.513,0.00899911,0.423001,0.00699997
1228.0,0.566,0.00800347,0.479,0.00800014
1234.0,0.558997,0.00800157,0.779052,3.55013
1273.0,0.528003,0.00900054,0.521067,0.00600195
1340.0,0.454001,0.00799847,0.424997,0.00600028
1370.0,0.536003,0.00899506,0.466196,0.00899792
1392.0,0.377,0.00800157,0.436999,0.231001
1342.0,0.399,0.00700212,0.394001,0.00700068
1299.0,0.56703,0.00799918,0.53422,0.00500131
1330.0,0.636045,0.00500131,0.933178,4.50349
1382.0,0.770006,0.00599885,0.767003,0.0719991
1469.0,0.443046,0.00900292,0.565,0.193003
1465.0,0.412001,0.010998,0.36498,0.0120015
