sizes	flex_filter_forward	flex_filter_backward	const_filter_forward	const_filter_backward
1096	0.16	0.010004	0.155997	0.00899863
1006	0.185049	0.00899649	0.174	0.0100029
960	0.198	0.00799942	0.189003	0.00799775
994	0.194999	0.00900078	0.181	0.00800085
992	0.140997	0.00900316	0.129001	0.00799966
880	0.196998	0.00800014	0.181998	0.00799894
887	0.252002	0.00800252	0.233001	0.00799775
915	0.227996	0.00700021	0.215004	0.00699568
903	0.250998	0.00799966	0.238538	0.00500131
953	0.159001	0.00900006	0.150002	0.0079968
1027	0.196003	0.00899911	0.190001	0.00800109
1054	0.351001	0.0090003	0.323	0.00800133
1071	0.257999	0.00900245	0.243592	0.00800228
1048	0.384999	0.0100026	0.370046	0.00800157
1111	0.258322	0.00599957	0.255001	0.00799966
1138	0.335001	0.00800061	0.349392	0.00700521
1186	0.325015	0.00899887	0.312035	0.0105867
1182	0.246002	0.0109985	0.269003	0.0110023
1219	0.34107	0.00999737	0.339	0.0100012
1200	0.351006	0.0110004	0.364001	0.0099988
1182	0.374048	0.00899887	0.371962	0.0109994
1204	0.190003	0.00999784	0.199999	0.0109978
1184	0.259005	0.00999904	0.268567	0.0079987
1150	0.36789	0.00999928	0.383002	0.00900126
1119	0.402997	0.0100002	0.378	0.00699997
1109	0.335007	0.00999165	0.332003	0.00700593
1088	0.389	0.00800037	0.376007	0.0089941
1140	0.554004	0.00899744	0.53207	0.00699997
1176	0.241003	0.0119998	0.233001	0.0100021
1143	0.333999	0.0100002	0.317944	0.00999928
1151	0.317998	0.0100012	0.322001	0.00700045
1151	0.464701	0.00899816	0.46735	0.00699663
1135	0.39452	0.00799918	0.398766	0.00900102
1112	0.45204	0.00899935	0.450997	0.00899935
1156	0.312001	0.00699902	0.319	0.00700116
1165	0.644002	0.0100031	0.640134	0.0099988
1225	0.252002	0.0110009	0.232999	0.0109985
1226	0.482998	0.0110013	0.469	0.0100005
1212	0.466692	0.0100014	0.468001	0.0109985
1220	0.338004	0.00999928	0.347999	0.0090003
1235	0.325005	0.010994	0.32	0.00800014
1161	0.25406	0.0110018	0.247326	0.0100002
1185	0.471997	0.0120049	0.44287	0.00700116
1236	0.458978	0.010999	0.448063	0.00999641
1248	0.438003	0.00999713	0.415055	0.00699949
1272	0.264001	0.0109985	0.244327	0.0110002
1269	0.372	0.010998	0.342134	0.00799751
1293	0.449999	0.0130038	0.447081	0.0110006
1275	0.343575	0.00798821	0.344999	0.0100017
1241	0.391	0.00899816	0.396999	0.0109994
1209	0.457003	0.00999928	0.445998	0.00800037
1250	0.400518	0.00899935	0.396	0.0100005
1268	0.379006	0.00699997	0.369	0.0119996
1237	0.29101	0.00799155	0.314002	0.0109985
1218	0.452062	0.0110025	0.458998	0.0109975
1254	0.419002	0.00999928	0.412003	0.0100024
1251	0.635004	0.0109963	0.637999	0.0100007
1334	0.327999	0.00999951	0.313	0.00800109
1340	0.558004	0.013	0.546048	0.0119984
1406	0.939568	0.0119982	0.892004	0.00899553
1454	0.559005	0.0150023	0.535023	0.0100012
1453	0.70428	0.0150032	0.692	0.0130007
1440	0.497007	0.0119932	0.480084	0.00900126
1477	0.711787	0.0140014	0.684604	0.0139995
1492	0.450036	0.0128753	0.44305	0.00899911
1401	0.486	0.0139985	0.47666	0.0120027
1398	0.634039	0.0120001	0.665972	0.0130012
1419	0.660003	0.00999928	0.665043	0.0120168
1447	0.740042	0.010998	0.714305	0.0109863
1467	0.446521	0.0130029	0.418015	0.00799775
1454	0.34352	0.0139985	0.331001	0.0089972
1454	0.663004	0.0139952	0.635	0.00899935
1432	0.633002	0.0129995	0.58106	0.0129993
1435	0.883041	0.0119989	0.849015	0.00898433
1483	0.723877	0.0120013	0.693064	0.00799966
1503	0.606005	0.0129979	0.58	0.00899839
1589	0.503003	0.0140011	0.502055	0.0150006
1575	0.406003	0.0159981	0.410998	0.0170016
1517	0.638999	0.0150032	0.627022	0.0139992
1517	0.587001	0.0129972	0.586415	0.0129991
1501	0.499	0.0130005	0.493002	0.0129986
1483	0.483004	0.013994	0.455998	0.0130007
1482	0.536002	0.0139968	0.525002	0.0129991
1481	0.66152	0.0140016	0.635552	0.0129991
1473	0.601003	0.0139949	0.576999	0.0100014
1470	0.688006	0.010999	0.684194	0.0090003
1579	0.576523	0.0139956	0.585001	0.00999951
1569	0.597001	0.014997	0.569	0.0140038
1628	0.389001	0.0109973	0.381031	0.0149996
1590	0.536005	0.0159972	0.531517	0.0149984
1596	0.741	0.0139987	0.756176	0.0149992
1566	0.790001	0.0129998	0.785001	0.0139992
1616	0.907006	0.014998	0.906054	0.0159957
1690	0.532003	0.0159936	0.517212	0.0150011
1693	0.444003	0.0170021	0.426002	0.010998
1635	0.664005	0.0159967	0.621999	0.0110002
1623	0.594002	0.0169995	0.593511	0.0149987
604	0.140002	0.00500035	0.138001	0.0049994
642	0.0760021	0.00599957	0.0740037	0.0059979
627	0.125001	0.00600028	0.118002	0.00600004
657	0.139997	0.006001	0.131999	0.00600243
693	0.117999	0.00699925	0.112998	0.00500298
726	0.183996	0.00699973	0.179002	0.00599813
739	0.0930002	0.00600004	0.100001	0.00599957
750	0.157998	0.00700092	0.161	0.00600028
798	0.182004	0.00699902	0.163136	0.00700164
819	0.226999	0.00800157	0.240999	0.00699925
847	0.154999	0.00699878	0.143	0.00700164
889	0.0899999	0.00699973	0.0979986	0.00800037
875	0.217003	0.00800014	0.232542	0.00899768
937	0.138001	0.00800133	0.140516	0.00900197
930	0.185001	0.00900149	0.184997	0.0100014
939	0.209	0.00799847	0.206002	0.00899816
943	0.176515	0.00699997	0.178	0.0090003
943	0.222001	0.0079999	0.225603	0.00900078
980	0.127999	0.00900221	0.134003	0.00899816
977	0.124	0.0079999	0.12	0.00800395
974	0.180019	0.00800467	0.176005	0.00899601
995	0.183	0.00800037	0.18	0.00900149
988	0.287004	0.00999808	0.257001	0.00599885
988	0.251003	0.00899839	0.243004	0.00799799
1023	0.218998	0.00800014	0.205	0.00900054
1021	0.205006	0.0089941	0.184999	0.0079999
1058	0.236998	0.0100007	0.229	0.00899839
1095	0.283	0.0100002	0.25506	0.00700188
1153	0.298002	0.0109994	0.275998	0.00699973
1179	0.285003	0.0109985	0.264002	0.00699711
1203	0.175003	0.00999832	0.157	0.0110009
1171	0.255999	0.0109975	0.234001	0.0109997
1192	0.288519	0.0119996	0.261002	0.00799608
1250	0.228001	0.0109992	0.19706	0.00899816
1202	0.231998	0.0119998	0.225	0.0109987
1158	0.246	0.0100002	0.235998	0.0100007
1110	0.208	0.0100024	0.404003	2.19106
1141	0.166998	0.00999951	0.381	1.99009
1085	0.233003	0.0109992	0.433001	2.13202
998	0.300999	0.0090003	0.589923	3.6637
1051	0.254	0.00899839	0.486997	2.54399
1072	0.313005	0.00999904	0.621045	4.22322
1082	0.221002	0.0100026	0.403298	2.18716
1121	0.252996	0.0120034	0.486023	3.25371
1165	0.426004	0.00999904	0.750118	4.69023
1218	0.327998	0.00800037	0.599	3.37005
1220	0.516713	0.00999856	0.792062	3.88405
1278	0.346	0.0119987	0.549609	2.48003
1284	0.424002	0.0119994	0.627058	2.81454
1309	0.387006	0.0119989	0.649013	3.13433
1342	0.306999	0.013	0.517013	2.54014
1355	0.436512	0.0120096	0.754	4.03166
1408	0.44102	0.0129995	0.64409	2.67892
1346	0.507005	0.0129955	0.747618	3.32692
1388	0.252001	0.0130029	0.414004	1.75136
1348	0.332	0.0109978	0.481001	1.647
1332	0.46697	0.00899959	0.75508	3.70876
1297	0.467001	0.0100009	0.853516	5.07547
1257	0.387016	0.0120015	0.652999	3.26594
1278	0.480263	0.0110025	0.858999	4.44316
1257	0.609326	0.0109761	1.048	5.7922
1327	0.271	0.0230019	0.480854	2.091
1277	0.369	0.0109994	0.587003	2.85253
1295	0.399	0.012001	0.758927	4.39652
1311	0.538001	0.0139985	0.907723	5.11872
1305	0.519002	0.0119989	0.869085	5.11319
1310	0.574998	0.0119994	0.908012	5.17829
1263	0.375001	0.0119977	0.586205	2.47212
1322	0.737	0.012001	1.15654	6.43862
1352	0.286006	0.0129948	0.477044	2.01061
1379	0.558525	0.0120029	0.962546	5.26662
1398	0.572	0.0130005	0.954886	4.45552
1377	0.374999	0.0129988	0.592427	2.35485
1393	0.362528	0.0109982	0.6	2.70626
1352	0.348006	0.0149949	0.544999	2.29008
1327	0.537008	0.0119922	0.905063	4.79555
1396	0.518002	0.0109992	0.516912	0.0130022
1440	0.575911	0.0139935	0.593029	0.00999951
1453	0.3	0.0119994	0.298001	0.0139983
1398	0.443609	0.0140007	0.433001	0.0130007
1435	0.511005	0.0139959	0.498511	0.0140011
1495	0.445017	0.0139978	0.424001	0.013999
1455	0.523006	0.0136249	0.522001	0.00999975
1407	0.590004	0.0139973	0.561044	0.0130026
1378	0.436998	0.0109994	0.425568	0.0110016
1430	0.413	0.0129998	0.401998	0.0110006
1415	0.400881	0.013	0.378001	0.0110023
1394	0.532001	0.0129988	0.534072	0.0130019
1417	0.496006	0.012996	0.487	0.00899839
1432	0.692078	0.0139947	0.688114	0.0130033
1500	0.391003	0.014003	0.398526	0.0130005
1482	0.643075	0.0139987	0.638043	0.0130014
1548	1.11301	0.0149989	1.09725	0.0119994
1650	0.638009	0.0169878	0.615049	0.0150001
1612	0.808533	0.0159967	0.778547	0.0159976
1658	0.628002	0.0159965	0.601047	0.0140028
1612	0.756004	0.0160005	0.748058	0.0129991
1673	0.530001	0.0160005	0.517063	0.0150003
1655	0.612	0.0159984	0.587267	0.0170028
1569	0.784002	0.0159996	0.772214	0.013998
1616	0.762002	0.0149999	0.742	0.0150006
1636	0.884001	0.0160005	0.862422	0.0159991
1668	0.548999	0.0169995	0.554107	0.015996
1632	0.431995	0.0160017	0.430041	0.0170038
1616	0.765997	0.0170033	0.74906	0.0129998
1656	0.706529	0.0159993	0.699785	0.00999832
1662	1.08906	0.0180011	1.069	0.0160034
1683	0.855514	0.016	0.843089	0.0149972
1675	0.708003	0.0169952	0.701282	0.0150025
1716	0.558002	0.0169961	0.528997	0.0159996
1764	0.493001	0.0180027	0.467147	0.0180006
1740	0.84167	0.0189984	0.793001	0.0199995
1758	0.774711	0.0180006	0.768955	0.0179961
1732	0.625003	0.0189948	0.619001	0.0190024
1691	0.539001	0.0180001	0.530997	0.0170004
1687	0.606182	0.0169978	0.599893	0.0170002
1670	0.714002	0.017	0.711006	0.0150366
1697	0.737668	0.0160029	0.711274	0.0149992
1691	0.875592	0.0160027	0.864061	0.0159986
1748	0.697058	0.0159969	0.685046	0.016
1773	0.739018	0.017997	0.73806	0.0179763
1803	0.481528	0.0189965	0.472003	0.0189979
1809	0.683004	0.0199995	0.674267	0.0189998
1814	0.955008	0.0189958	0.915999	0.0140009
1833	1.07179	0.018002	1.08312	0.012002
1819	1.08933	0.0180027	1.05713	0.0130014
1890	0.620019	0.0179975	0.611998	0.0170019
1896	0.521386	0.0189955	0.490754	0.0180001
1849	0.779552	0.0210032	0.760997	0.017
1855	0.7149	0.0150051	0.698057	0.0199997
690	0.0904033	0.00699997	0.0860012	0.00599957
680	0.154	0.00699949	0.143	0.00599837
713	0.174998	0.00700116	0.174001	0.00699806
769	0.139001	0.00799942	0.133999	0.00799823
786	0.225002	0.00800157	0.205532	0.00700212
823	0.131998	0.00800037	0.122002	0.00699925
826	0.191999	0.0079987	0.190999	0.00699973
850	0.210999	0.00800109	0.209999	0.00699902
903	0.266998	0.00800014	0.256001	0.00799918
939	0.179996	0.00900149	0.174002	0.0079968
974	0.117001	0.00899839	0.12	0.00899911
974	0.262999	0.00999999	0.259626	0.00899887
1015	0.162001	0.00899959	0.155002	0.00899816
1034	0.223	0.0110004	0.223001	0.00899911
1035	0.242002	0.00900221	0.235	0.00900006
1068	0.226998	0.00999951	0.228001	0.0100017
1064	0.262001	0.0100017	0.254005	0.00799966
1062	0.152	0.0100005	0.140999	0.0100005
1115	0.158002	0.0110002	0.145518	0.0230019
1071	0.218004	0.0109999	0.205995	0.0100005
1098	0.236808	0.0110023	0.202999	0.0100002
1130	0.328001	0.00899887	0.318003	0.00899792
1122	0.308003	0.00700021	0.284	0.0100019
1144	0.245005	0.0110018	0.241	0.00899959
1160	0.223996	0.0100002	0.217	0.0110009
1132	0.244004	0.010999	0.237254	0.0103288
1203	0.324003	0.00899887	0.315	0.00799894
1244	0.330998	0.0109982	0.325086	0.0120015
1325	0.320002	0.00899863	0.311001	0.0110004
1348	0.20878	0.0129976	0.203002	0.0119979
1305	0.280001	0.0139983	0.267001	0.0130002
1306	0.341	0.0130007	0.334998	0.0119991
1380	0.259998	0.0130005	0.260514	0.013
1345	0.302002	0.013998	0.282999	0.0140014
1334	0.334001	0.0139992	0.311001	0.0130017
1292	0.279001	0.0129998	0.272996	0.0130007
1246	0.198999	0.0110021	0.185	0.0110004
1230	0.271	0.0130002	0.256	0.0130022
1194	0.367002	0.00899839	0.348002	0.0079968
1151	0.309002	0.0109994	0.3141	0.00999999
1201	0.355	0.0109971	0.336003	0.00699735
1236	0.259	0.0110002	0.237049	0.0110137
1241	0.287001	0.0110002	0.273998	0.0079999
1253	0.432999	0.0119967	0.412487	0.00999928
1310	0.330998	0.0130014	0.328998	0.00899982
1355	0.556998	0.00899911	0.564731	0.00899863
1423	0.396	0.0119984	0.394003	0.0129995
1431	0.472004	0.0139995	0.439059	0.0110021
1447	0.433001	0.00900126	0.405998	0.0140014
1454	0.344003	0.0129976	0.337001	0.0129995
1509	0.514793	0.0159981	0.5	0.0110002
1529	0.504003	0.0149984	0.482414	0.0150013
1541	0.583003	0.0149999	0.585491	0.0160005
1528	0.308002	0.0160005	0.298996	0.0159934
1524	0.382002	0.0160015	0.374001	0.0160007
1487	0.533002	0.0159965	0.535997	0.0140007
1459	0.536003	0.013999	0.517003	0.0140007
1416	0.457462	0.0139966	0.466039	0.013
1420	0.530003	0.0129979	0.50452	0.0109947
1426	0.706004	0.0139976	0.702882	0.00999904
1437	0.302998	0.0140004	0.286006	0.013994
1418	0.389003	0.013	0.405699	0.0150015
1425	0.418004	0.0139978	0.437495	0.00999832
1441	0.576001	0.0119998	0.557905	0.00999975
1458	0.550528	0.0150006	0.528982	0.0109973
1462	0.627001	0.0139992	0.610915	0.013999
1443	0.464995	0.0140049	0.44902	0.0142853
1424	0.799002	0.0139973	0.756019	0.0130005
1495	0.338003	0.0120001	0.351011	0.0110013
1500	0.632997	0.0160003	0.619974	0.0140011
1534	0.681001	0.0149996	0.663031	0.0170002
1538	0.48704	0.0159905	0.492999	0.0139999
1543	0.414002	0.0110021	0.395092	0.0150003
1509	0.409998	0.0149999	0.407998	0.0129969
1495	0.648006	0.0139999	0.63302	0.0149999
1524	0.615	0.0139987	0.595002	0.00999808
1585	0.661002	0.014997	0.655005	0.0109985
1609	0.401999	0.0169997	0.385001	0.0170074
1566	0.504	0.0170019	0.489045	0.0170023
1547	0.606999	0.0159979	0.578057	0.0149992
1628	0.488	0.0159993	0.484	0.0160007
1655	0.573006	0.0169976	0.56704	0.0180023
1601	0.691003	0.0169969	0.681998	0.00999999
1557	0.549519	0.0139971	0.537	0.0150011
1547	0.480113	0.0160015	0.459326	0.0160034
1570	0.470267	0.0159996	0.451003	0.010999
1553	0.621002	0.0109987	0.601	0.0150316
1574	0.58208	0.0120041	0.590999	0.0159998
1575	0.816255	0.0160031	0.78607	0.0140021
1671	0.467926	0.0179944	0.464001	0.0159996
1636	0.771004	0.0169978	0.748172	0.0180006
1676	1.26371	0.0169985	1.25	0.0160015
1769	0.698031	0.0179908	0.699003	0.0149972
1791	0.867317	0.0200005	0.8565	0.016
1807	0.702482	0.0209978	0.692998	0.019999
1807	0.892017	0.0209961	0.897002	0.0189979
1796	0.58339	0.019995	0.571	0.017
1827	0.705124	0.0200009	0.685965	0.0210006
1791	0.970717	0.0200014	0.905999	0.0199993
1762	0.914126	0.0190043	0.886641	0.0180016
1820	1.042	0.0199983	1.01803	0.0189946
1834	0.617117	0.0179996	0.601002	0.0170002
1818	0.467	0.0170007	0.470002	0.0179999
1773	0.803451	0.0199962	0.790001	0.0170002
1800	0.784798	0.0190034	0.782059	0.0200052
1864	1.23297	0.0204532	1.21789	0.0200002
1876	0.977002	0.0199966	0.953966	0.0199993
1856	0.876516	0.0209985	0.835052	0.0199978
1869	0.662	0.0190043	0.623004	0.0159955
1882	0.525117	0.0169983	0.517	0.0179999
1915	0.930335	0.0210001	0.907311	0.0150032
1951	0.8449	0.0199955	0.832098	0.0199988
1944	0.746744	0.0309999	0.705525	0.02
1902	0.661006	0.0209968	0.647998	0.0189989
1890	0.706049	0.0210025	0.705998	0.0200009
1858	0.853004	0.0219991	0.790003	0.0209994
1874	0.842061	0.020997	0.830001	0.0200012
1889	1.037	0.0200005	1.02833	0.0179961
1936	0.813999	0.0200024	0.791038	0.0200093
1925	0.873258	0.0240006	0.827304	0.0219953
1977	0.52414	0.0209997	0.525055	0.0199997
1969	0.750077	0.0229986	0.724	0.0200036
2011	1.06108	0.023	1.02004	0.0200024
2021	1.24933	0.0239975	1.1963	0.0229962
2042	1.39	0.0209985	1.33037	0.0229995
2075	0.711	0.0199983	0.669979	0.0199988
2077	0.580013	0.0249984	0.553124	0.0250003
2037	0.8751	0.0239949	0.856041	0.0209997
2047	0.820998	0.0240049	0.797035	0.0240114
727	0.169769	0.00699782	0.151003	0.00699759
761	0.191	0.0079987	0.185471	0.00700259
816	0.140003	0.00700092	0.136012	0.00700116
860	0.240998	0.00800014	0.241863	0.00699949
879	0.151999	0.00799942	0.149999	0.0079999
897	0.218002	0.00799656	0.202004	0.00799799
925	0.214005	0.00799918	0.213999	0.00700045
948	0.281998	0.00900173	0.264	0.00700164
1020	0.199	0.00999904	0.193	0.00899959
1062	0.142	0.0120003	0.132998	0.0090034
1054	0.301001	0.00999737	0.293587	0.00999951
1108	0.184998	0.0100017	0.187957	0.00999832
1107	0.268998	0.0100017	0.264999	0.0109985
1126	0.285007	0.0179935	0.275004	0.00999737
1158	0.274	0.0110013	0.258039	0.0109999
1180	0.302527	0.0120003	0.310032	0.0110016
1170	0.180001	0.0110018	0.192127	0.0109997
1191	0.166001	0.0100002	0.161	0.0110004
1204	0.252001	0.0120001	0.256141	0.0119989
1183	0.254128	0.0119996	0.254013	0.0110002
1219	0.344999	0.0119989	0.350072	0.0079999
1252	0.375002	0.0119991	0.352256	0.00899744
1265	0.282	0.0120003	0.26416	0.0120001
1272	0.264163	0.0130022	0.264997	0.0110009
1260	0.293999	0.0130002	0.287281	0.0109959
1276	0.329581	0.0119965	0.338999	0.0109978
1342	0.364004	0.0129972	0.373006	0.0119972
1409	0.349951	0.00899839	0.336815	0.0129993
1487	0.232001	0.0149956	0.233002	0.0150006
1442	0.315936	0.015003	0.312	0.012002
1434	0.378905	0.0139995	0.376996	0.00900149
1482	0.300005	0.0159957	0.282004	0.0149982
1466	0.352001	0.0160031	0.325804	0.0149999
1470	0.365002	0.0149951	0.354001	0.0149987
1457	0.34392	0.0169928	0.325318	0.014997
1412	0.257998	0.0150001	0.250997	0.014004
1332	0.299002	0.0139964	0.292001	0.0129995
1331	0.414021	0.0139978	0.403997	0.0130031
1331	0.361048	0.00999665	0.374	0.0130012
1283	0.391889	0.0120006	0.362005	0.00899744
1356	0.290502	0.0109968	0.294151	0.013
1377	0.316384	0.0139954	0.314997	0.0110025
1358	0.465001	0.0130043	0.450999	0.0090003
1394	0.347997	0.0110002	0.34303	0.0130007
1444	0.633053	0.0170012	0.595	0.0139999
1545	0.441176	0.0110049	0.415006	0.0149932
1561	0.497998	0.0149996	0.477063	0.0149987
1583	0.468998	0.0120008	0.465999	0.0110028
1580	0.390048	0.0169964	0.411	0.0499995
1607	0.553134	0.0160034	0.799766	0.515314
1659	0.56353	0.016999	0.784531	2.02489
1655	0.650782	0.0199971	0.951061	2.89551
1704	0.370903	0.0180006	0.498954	1.15
1649	0.406261	0.0180025	0.545555	1.04807
1658	0.585	0.0190029	0.741043	1.61326
1600	0.594937	0.0169973	0.826532	2.89826
1570	0.537997	0.0170019	0.890579	4.6739
1564	0.579003	0.0160012	0.952065	3.76989
1562	0.753313	0.0159965	1.30316	7.81622
1585	0.35	0.0159984	0.517002	1.52053
1520	0.441309	0.0119975	0.583192	1.33102
1560	0.493624	0.0159974	0.774023	2.99934
1563	0.685001	0.0169976	1.00544	4.32324
1580	0.659017	0.0169983	0.974802	4.67015
1601	0.710001	0.0170026	0.949158	3.37615
1583	0.525054	0.0159972	0.792001	2.64025
1585	0.857069	0.0130022	1.33907	6.03108
1591	0.384997	0.0120034	0.576353	1.81933
1630	0.697001	0.0349998	1.01191	3.38598
1640	0.752926	0.0160005	1.10005	4.70357
1659	0.568001	0.0180297	0.752059	2.57929
1684	0.478997	0.0180008	0.581048	1.15406
1650	0.492223	0.04	0.737001	2.46898
1633	0.776999	0.0180039	1.04005	3.8303
1669	0.734997	0.018007	1.02952	4.00604
1696	0.786001	0.0170004	1.10542	3.91721
1738	0.431191	0.0189991	0.518122	1.00005
1703	0.567002	0.0190005	0.675566	1.42854
1704	0.694001	0.019001	0.949996	3.22101
1728	0.522787	0.0199997	0.732	2.196
1780	0.644001	0.0189967	0.885	2.355
1792	0.77014	0.0209985	1.05001	3.45564
1733	0.627002	0.0160003	0.855997	2.29902
1706	0.600061	0.0189979	0.722044	1.71895
1675	0.543001	0.0189989	0.819044	3.40576
1688	0.726068	0.0190008	1.013	3.56552
1720	0.702003	0.0179989	1.001	4.23798
1712	0.922996	0.0190036	1.28096	3.95923
1791	0.506998	0.0160031	0.705002	2.207
1799	0.85413	0.0160005	1.131	3.37803
1815	1.34574	0.0189984	1.551	2.939
1880	0.761135	0.0180006	1.21	6.64165
1901	0.994002	0.0249984	1.27652	4.06002
1971	0.847001	0.024003	0.999001	2.50901
1943	0.996058	0.0230041	1.19303	3.242
1977	0.704002	0.0219989	0.890002	2.809
1937	0.767998	0.0230002	0.996	3.25653
1948	1.02375	0.0230019	1.215	3.00962
1967	1.049	0.0230014	1.51	5.97054
1951	1.12707	0.0209999	1.559	6.026
1997	0.777002	0.0229995	0.909	2.02653
1976	0.580002	0.0229998	0.694	1.7047
1950	0.962	0.0199997	1.227	3.717
1951	0.88004	0.0220017	1.17001	3.875
1995	1.34013	0.0209985	1.788	6.18446
2061	1.08428	0.0219996	1.48395	5.41148
2039	0.987057	0.0260031	1.24696	3.643
2028	0.743004	0.0239968	0.896019	2.133
2025	0.618464	0.0239995	0.757998	2.078
2029	1.03909	0.0229998	1.33001	4.60952
2106	0.991569	0.0249803	1.235	3.48
2123	0.851169	0.0230112	1.04453	2.486
2090	0.814003	0.021996	0.945518	2.044
2074	0.806098	0.0239983	1.014	2.592
2037	0.948332	0.025002	1.153	2.97
2049	0.970999	0.0259998	1.173	3.132
2054	1.20389	0.0210009	1.54652	5.34555
2114	0.921014	0.0520003	1.203	4.09
2100	0.946504	0.0249987	1.1036	1.833
2115	0.593016	0.0249987	0.816002	2.27002
2133	0.832998	0.0260067	1.033	2.189
2160	1.20745	0.0270021	1.19352	0.026999
2196	1.43538	0.0270033	1.39953	0.0269985
2214	1.6204	0.0260012	1.56159	0.0239944
2259	0.850006	0.0219979	0.850208	0.0280044
2247	0.632016	0.0229981	0.619147	0.026
2207	0.986606	0.0269992	0.974463	0.0230141
2223	0.925998	0.027003	0.914506	0.0269966
805	0.207371	0.00699639	0.21	0.00800252
857	0.169999	0.00800085	0.168	0.00799751
904	0.273	0.00799847	0.278003	0.0079999
943	0.192002	0.00902891	0.193	0.00900078
947	0.248997	0.00899935	0.244515	0.00999951
987	0.258998	0.00900316	0.247005	0.00899792
1020	0.327004	0.010994	0.313998	0.0090003
1059	0.222996	0.0109973	0.206536	0.0110018
1137	0.168991	0.0110025	0.158012	0.0109994
1138	0.333004	0.0109978	0.332016	0.0109956
1178	0.212002	0.0119972	0.203015	0.0110028
1195	0.291	0.0130005	0.290998	0.011003
1189	0.282001	0.0119989	0.296198	0.00999975
1243	0.282484	0.0110013	0.279013	0.0119991
1261	0.345873	0.0130017	0.326546	0.0110002
1279	0.224997	0.0120006	0.236001	0.0120006
1293	0.191998	0.0120003	0.175997	0.0139997
1277	0.300536	0.0129912	0.274998	0.0140023
1308	0.319999	0.00999808	0.308003	0.00999713
1298	0.385001	0.0119984	0.405003	0.0129998
1334	0.412001	0.00899911	0.415001	0.0130007
1375	0.321002	0.0119982	0.334001	0.0140014
1386	0.294003	0.0149968	0.292998	0.0130029
1365	0.336522	0.0129986	0.319	0.0100007
1391	0.402005	0.0119951	0.386999	0.0129998
1412	0.410511	0.0139961	0.403014	0.013998
1501	0.412	0.0159981	0.399	0.0140028
1568	0.279	0.0170007	0.280002	0.0149994
1574	0.394534	0.0169888	0.389	0.0180001
1566	0.437	0.0179996	0.448057	0.0160012
1600	0.340001	0.0180006	0.334	0.0110009
1562	0.365998	0.0170028	0.362002	0.0119994
1582	0.376999	0.0169992	0.396003	0.0209978
1586	0.396002	0.0159991	0.392002	0.023001
1568	0.277	0.0170002	0.275001	0.0159998
1485	0.315005	0.0159981	0.333999	0.0120006
1432	0.457002	0.0139983	0.461001	0.0160031
1457	0.421045	0.0199919	0.408999	0.0110018
1455	0.438999	0.0149996	0.428998	0.0109992
1434	0.313618	0.0109994	0.321998	0.0119989
1490	0.361516	0.0149982	0.353568	0.00999999
1485	0.520009	0.0150013	0.512	0.0150001
1493	0.396003	0.014997	0.386999	0.0130005
1523	0.673003	0.0159984	0.655015	0.0149989
1627	0.512003	0.0169954	0.503998	0.0129998
1677	0.559002	0.0189981	0.544995	0.018003
1707	0.599	0.0189993	0.532008	0.0170004
1708	0.462003	0.0208602	0.439001	0.0188513
1723	0.618019	0.019994	0.586999	0.0139992
1752	0.592337	0.018996	0.573997	0.0210001
1778	0.726998	0.0190032	0.713001	0.0149987
1807	0.417005	0.020997	0.388016	0.0189943
1814	0.484001	0.0219989	0.456005	0.0219939
1777	0.662999	0.0180025	0.657	0.016999
1762	0.647002	0.0199976	0.636012	0.0160029
1702	0.621003	0.0209992	0.622999	0.0199966
1702	0.702	0.0189998	0.660002	0.0190008
1692	0.913427	0.0179956	0.835	0.0180001
1716	0.413997	0.0190027	0.368998	0.0139987
1661	0.609622	0.0199955	0.470999	0.0179989
1654	0.548	0.0189979	0.500998	0.0119987
1684	0.73849	0.0190008	0.715	0.0189993
1688	0.722943	0.0199962	0.665001	0.0179992
1709	0.762996	0.0169997	0.714	0.0190015
1712	0.590026	0.0189927	0.590003	0.0129976
1714	0.981993	0.0199893	0.923998	0.0180032
1737	0.474005	0.0199976	0.457	0.0189981
1723	0.772001	0.0200005	0.749001	0.020999
1761	0.794999	0.0210018	0.783999	0.0180018
1756	0.622782	0.0219989	0.622703	0.0200031
1796	0.530526	0.0209997	0.499002	0.0139985
1782	0.564533	0.0229921	0.523578	0.0189967
1764	0.809002	0.0220015	0.766	0.0150023
1796	0.772129	0.0210011	0.716	0.0170016
1829	0.824	0.0210001	0.797003	0.0149992
1836	0.491003	0.0240028	0.443002	0.0159974
1830	0.640003	0.0229974	0.595999	0.0220025
1834	0.784999	0.0219989	0.774998	0.0199981
1865	0.602	0.0189996	0.587017	0.0199986
1875	0.665	0.02	0.643	0.0139992
1909	0.821002	0.0210001	0.796997	0.0209999
1911	0.73	0.0209978	0.705547	0.0219994
1875	0.607004	0.0219958	0.594999	0.0150025
1819	0.577998	0.0230041	0.541006	0.0189936
1784	0.802969	0.02	0.756	0.0199995
1843	0.827003	0.0219989	0.71901	0.0160015
1853	1.09683	0.0229976	0.986999	0.0209992
1916	0.596004	0.0219982	0.550003	0.0199983
1915	1.006	0.0230007	0.907999	0.0190005
1965	1.55597	0.0230029	1.43698	0.0229998
2005	0.848004	0.0229928	0.812	0.023001
2003	1.07001	0.0240006	1.019	0.017997
