sizes	flex_filter_forward	flex_filter_backward	const_filter_forward	const_filter_backward
2069	0.991997	0.0269988	0.866999	0.0240009
2095	1.157	0.0259991	1.048	0.028002
2104	0.791004	0.0229983	0.789998	0.0250006
2106	0.835079	0.0269947	0.838999	0.0210047
2052	1.075	0.0259991	1.05119	0.0240004
2113	1.17173	0.0270023	1.113	0.0230021
2135	1.295	0.0280042	1.223	0.0259995
2116	0.841999	0.0300026	0.771014	0.0250006
2118	0.632794	0.0289943	0.590999	0.0280027
2097	1.10514	0.0280035	1.08869	0.0279994
2109	0.970247	0.0259967	0.975	0.0319977
2133	1.44403	0.0260355	1.414	0.0220053
2177	1.17398	0.0249968	1.1663	0.0270009
2215	1.07408	0.0269945	1.05749	0.0230017
2191	0.841008	0.0289915	0.796999	0.0240026
2177	0.668047	0.0289981	0.621003	0.0280061
2165	1.138	0.0269976	1.063	0.026999
2213	1.0361	0.0289986	1.018	0.022999
2258	0.966845	0.0309947	0.922016	0.0289993
2255	0.935001	0.0209992	0.865999	0.03
2242	0.982528	0.0239995	0.947999	0.022999
2213	1.16233	0.0309989	1.058	0.0290027
2213	1.109	0.0289977	1.043	0.0279994
2214	1.27405	0.026999	1.26901	0.0270011
2263	0.959114	0.0290053	0.975041	0.0269995
2267	1.02916	0.0289979	1.02	0.0250001
2274	0.673999	0.0285168	0.649005	0.0279958
2264	0.92	0.0280046	0.916002	0.0279975
2312	1.27344	0.0280015	1.24834	0.0260046
2329	1.51752	0.0309982	1.48993	0.0300004
2367	1.74132	0.0279996	1.73297	0.0290153
2403	0.971	0.0310032	0.959283	0.0300012
2410	0.733	0.0329978	0.72	0.0300004
2370	1.06572	0.0309994	1.02	0.0310011
2378	1.08824	0.0319996	1.029	0.0319984
896	0.181004	0.00800037	0.179004	0.0089972
941	0.290002	0.00900078	0.281999	0.00900006
982	0.198002	0.00899887	0.187998	0.00899911
1006	0.261999	0.0100002	0.255999	0.00899887
1032	0.267001	0.00900006	0.260001	0.00999904
1075	0.34	0.00999784	0.322003	0.00999594
1124	0.225	0.00999999	0.236002	0.00999928
1172	0.171001	0.0110006	0.164	0.0109997
1206	0.350002	0.0119982	0.351997	0.0100005
1256	0.231001	0.010999	0.218999	0.0120006
1262	0.301516	0.0130002	0.277999	0.0119982
1273	0.327003	0.011996	0.313001	0.0119991
1301	0.314999	0.0129991	0.294002	0.0120003
1341	0.368001	0.0140021	0.359001	0.0129974
1352	0.259003	0.013998	0.263998	0.013
1388	0.232004	0.0149965	0.215998	0.0140016
1374	0.325001	0.0129988	0.304998	0.0129998
1376	0.327038	0.0139987	0.319002	0.0109994
1408	0.442023	0.013999	0.437	0.010999
1406	0.446521	0.0139985	0.42	0.0130022
1450	0.368003	0.0159986	0.335996	0.0110002
1488	0.338528	0.0149984	0.331	0.0150008
1476	0.380001	0.0149992	0.374004	0.0159969
1488	0.442003	0.0149999	0.441001	0.0150011
1515	0.452001	0.0160019	0.452996	0.0140049
1561	0.434	0.0160007	0.425998	0.0159972
1651	0.306518	0.0169988	0.314002	0.0170021
1649	0.404004	0.016999	0.374	0.0170012
1687	0.488001	0.0189991	0.474999	0.0130036
1725	0.346522	0.018003	0.346	0.0189991
1671	0.388	0.0139987	0.386001	0.0159986
1673	0.416014	0.017998	0.420001	0.0120027
1692	0.423002	0.0190239	0.389001	0.0139985
1687	0.303	0.0189984	0.300002	0.0200012
1638	0.375	0.0189989	0.363883	0.0180008
1578	0.485852	0.0170014	0.501015	0.0110021
1543	0.491002	0.0159984	0.441002	0.0109973
1575	0.485	0.0170009	0.445001	0.0129993
1598	0.387999	0.0175104	0.345002	0.0159976
1562	0.399002	0.0160012	0.378003	0.0159965
1588	0.581007	0.0180008	0.572001	0.0169995
1612	0.427522	0.0170009	0.427999	0.0170016
1615	0.692837	0.0179973	0.731997	0.0169985
1700	0.499184	0.016001	0.501001	0.0149999
1751	0.566771	0.0190001	0.559999	0.0129998
1819	0.566015	0.0199978	0.537052	0.0149982
1826	0.502022	0.0199978	0.5	0.0190003
1843	0.654162	0.0209987	0.617	0.0159996
1858	0.612463	0.0199974	0.612	0.0210021
1866	0.770004	0.0209949	0.717	0.0210001
1917	0.482999	0.0230033	0.451002	0.0219984
1913	0.523005	0.0509918	0.504481	0.0229974
1929	0.731001	0.0229998	0.729	0.0249991
1868	0.716999	0.0189991	0.722012	0.0220037
1854	0.664009	0.0179915	0.673998	0.0180013
1819	0.701001	0.0200031	0.676002	0.0159969
1822	0.886003	0.0220015	0.865	0.0189998
1837	0.438003	0.0219979	0.405998	0.019999
1786	0.569004	0.0219936	0.522	0.0210042
1787	0.644001	0.0209992	0.550681	0.0139999
1774	0.839005	0.0219967	0.766057	0.0199997
1803	0.838052	0.0220029	0.744002	0.0199983
1802	0.763002	0.0209973	0.755001	0.0199986
1814	0.629006	0.0209966	0.641998	0.0210011
1830	1.074	0.0159984	1.01604	0.0169995
1856	0.511793	0.0209978	0.502999	0.0170038
1855	0.797	0.0220039	0.787074	0.0200033
1847	0.819448	0.0209959	0.804045	0.0190034
1870	0.667631	0.0239952	0.659996	0.0169995
1885	0.587	0.0210009	0.531524	0.018002
1889	0.602924	0.0235288	0.552997	0.0190027
1887	0.951004	0.021997	1.23001	4.85567
1915	0.847	0.0189996	1.15	4.00152
1948	0.873	0.0219991	1.145	3.74255
1962	0.509001	0.0230021	0.709998	1.88
1921	0.633026	0.0229993	0.922001	3.552
1951	0.816929	0.0220006	1.128	3.43855
1985	0.659005	0.0239949	0.858997	2.602
2003	0.717003	0.0230007	0.965993	2.869
2002	0.889	0.0260015	1.15966	3.965
2022	0.786999	0.0240009	1.05	3.358
2037	0.676519	0.0259986	0.954	3.077
1981	0.608004	0.0249939	0.783523	2.1092
1925	0.807089	0.02	1.088	2.85257
1928	0.775998	0.0220017	1.012	2.88241
1966	1.046	0.0230007	1.329	3.66906
2045	0.610999	0.0209994	0.823002	2.10505
2033	0.975377	0.0250027	1.24902	3.75252
2073	1.56301	0.0249896	2.08508	7.45202
2136	0.896011	0.0249891	1.13833	3.094
2121	1.10033	0.0269942	1.43691	3.978
2166	0.908	0.0240045	1.16903	3.38052
2180	1.08287	0.0280008	1.369	3.61201
2246	0.873053	0.0299993	1.069	2.229
2214	0.904992	0.0289981	1.14901	3.354
2212	1.15261	0.0209956	1.494	4.01165
2208	1.18282	0.0259991	1.613	5.216
2266	1.31408	0.0259988	1.724	4.86602
2282	0.835757	0.0289991	1.091	2.917
2232	0.645515	0.0289986	0.842001	2.218
2235	1.144	0.0300016	1.12952	0.0290003
2240	1.113	0.0219991	1.108	0.0299993
2276	1.569	0.029	1.58052	0.026001
2302	1.28	0.0249996	1.268	0.0289986
2318	1.13702	0.0300007	1.13	0.0259979
2350	0.878017	0.0320003	0.854	0.0279977
2323	0.721058	0.03	0.692	0.0300045
2308	1.21165	0.0339975	1.179	0.0300028
2338	1.05921	0.0309994	1.064	0.029
2359	0.995002	0.0289977	0.993001	0.0280015
2379	0.990535	0.0340021	0.977001	0.029999
2395	1.02833	0.0310035	1.003	0.0290031
2351	1.21709	0.0330007	1.19	0.0310001
2364	1.195	0.0309997	1.182	0.0310042
2356	1.362	0.0309994	1.34952	0.0269985
2413	1.04758	0.0299976	1.018	0.0278454
2409	1.103	0.0340011	1.09209	0.0309994
2431	0.777032	0.0270009	0.770121	0.0320024
2412	0.973	0.0340018	0.965447	0.0290027
2431	1.34758	0.033998	1.31727	0.0330119
2473	1.61741	0.0300007	1.579	0.0340002
2492	1.79105	0.0299978	1.76901	0.0269873
2542	1.03809	0.035002	1.044	0.0360019
2539	0.784515	0.0360026	0.77546	0.0340004
2517	1.189	0.0360031	1.13156	0.0375218
2532	1.16843	0.0309966	1.15193	0.0340164
978	0.287003	0.00899744	0.302009	0.00900078
1017	0.214	0.0100005	0.211903	0.0099988
1044	0.279003	0.00999761	0.264075	0.00999856
1086	0.293995	0.0100005	0.280936	0.0109997
1119	0.358002	0.0109975	0.330036	0.00999904
1176	0.257002	0.010999	0.250937	0.012001
1229	0.184001	0.0119998	0.187996	0.0120003
1241	0.366002	0.0110006	0.350951	0.0120003
1318	0.247	0.0129993	0.246025	0.0129998
1337	0.33	0.0140011	0.313976	0.0130002
1338	0.362998	0.0109997	0.340046	0.0130031
1379	0.332999	0.0129969	0.328024	0.0129995
1396	0.394002	0.0139987	0.377001	0.0129986
1428	0.287	0.0149999	0.280001	0.0150006
1458	0.258001	0.0150006	0.264033	0.0149975
1463	0.368003	0.0159988	0.347919	0.0129993
1468	0.372004	0.0140009	0.372963	0.0149992
1472	0.470998	0.0159976	0.490962	0.0140023
1506	0.476002	0.0159986	0.505002	0.0159934
1520	0.387003	0.0159986	0.423003	0.0159965
1560	0.363004	0.0160005	0.384002	0.0200012
1576	0.410998	0.0169997	0.424012	0.0150006
1594	0.476003	0.0169992	0.461943	0.0119989
1605	0.502002	0.0169995	0.478009	0.0150001
1656	0.493999	0.0179996	0.459998	0.0169988
1702	0.315	0.0180001	0.318015	0.0180006
1725	0.422001	0.016	0.407025	0.0190034
1759	0.500997	0.0200009	0.63693	1.42398
1837	0.390002	0.0179987	0.503028	0.964036
1796	0.448916	0.0200019	0.639038	1.97985
1776	0.475745	0.0199993	0.639012	1.6137
1777	0.475996	0.0210028	0.615999	1.816
1790	0.361002	0.0209975	0.55653	1.96875
1752	0.423998	0.0209975	0.573996	1.73453
1723	0.571003	0.019999	0.778	2.85943
1684	0.496961	0.0189984	0.739515	2.827
1659	0.496002	0.0189984	0.762999	3.24252
1712	0.414	0.0180035	0.594997	1.852
1715	0.428001	0.0150003	0.628999	2.215
1660	0.590523	0.0180006	0.896997	3.565
1707	0.477002	0.0179992	0.718001	2.528
1727	0.772998	0.0119994	1.054	3.29326
1783	0.545997	0.0170002	0.741001	2.173
1821	0.604024	0.0209959	0.795002	1.832
1891	0.610001	0.0209985	0.820001	2.66102
1932	0.572009	0.0219905	0.564004	0.022994
1951	0.71754	0.0240195	0.696998	0.0219994
1970	0.652025	0.023	0.672517	0.0340035
1966	0.784461	0.0170002	0.75401	0.0220017
2000	0.474999	0.0239999	0.48	0.0159996
2011	0.549155	0.0240023	0.516998	0.0240021
2025	0.786046	0.0230126	0.766	0.0239997
2010	0.780845	0.0250013	0.76002	0.0239987
1954	0.717908	0.0239995	0.706	0.0210001
1964	0.814002	0.022999	0.768001	0.0230026
1933	1.022	0.0239997	1.015	0.0259995
1960	0.483001	0.0210001	0.493001	0.0240026
1905	0.591001	0.022999	0.613998	0.017
1904	0.658999	0.0209994	0.628438	0.0179963
1900	0.863216	0.0209994	0.835005	0.018997
1884	0.798002	0.0220015	0.764999	0.0210016
1908	0.81	0.0220027	0.787917	0.0209994
1907	0.669001	0.0230007	0.655999	0.0230026
1930	1.13329	0.0239971	1.10816	0.0239985
1957	0.614998	0.0240009	0.571999	0.0239999
1959	0.878	0.0510001	0.868336	0.0219998
1973	0.892528	0.0230021	0.893822	0.0210023
1948	0.701474	0.0229988	0.692999	0.021997
1988	0.587	0.022999	0.566019	0.02
1977	0.647095	0.0519998	0.621177	0.0199974
1989	0.984999	0.0200007	0.921073	0.023001
2027	0.927938	0.024997	0.885056	0.0239995
2054	0.982001	0.0259991	0.957779	0.0249979
2069	0.598517	0.0259998	0.568357	0.025001
2036	0.725001	0.0249965	0.718173	0.0250018
2036	0.897001	0.0249984	0.861065	0.0199978
2093	0.712519	0.0259993	0.692484	0.0249996
2110	0.786548	0.0259945	0.74802	0.0249979
2117	0.934158	0.0280006	0.916553	0.0209935
2111	0.821	0.0279987	0.803999	0.0270021
2138	0.764986	0.0619993	0.737998	0.0270007
2138	0.720001	0.0280008	0.695454	0.0269973
2083	0.95652	0.0269978	0.922004	0.0269947
2063	0.850002	0.0259998	0.841045	0.0219991
2045	1.07358	0.0250015	1.067	0.0259995
2154	0.687592	0.0259969	0.691062	0.0240006
2152	1.03122	0.0260012	1.02751	0.0229969
2185	1.6934	0.0299983	1.60598	0.020998
2240	0.993005	0.0289955	0.945571	0.0269992
2243	1.19244	0.0300009	1.16906	0.029
2273	0.987998	0.0260029	0.961	0.0290015
2272	1.18093	0.0300059	1.1336	0.0299995
2324	0.918	0.0309997	0.88197	0.0290008
2348	0.992001	0.0329978	0.931029	0.0290074
2315	1.267	0.031002	1.20505	0.0410004
2363	1.31297	0.0320029	1.34599	0.0320196
2355	1.42463	0.0259991	1.36423	0.0229976
2401	0.918717	0.0309987	0.886022	0.0280025
2393	0.752998	0.0279987	0.718602	0.026999
2344	1.23404	0.0329993	1.16707	0.0319993
2368	1.22202	0.0300004	1.221	0.0310028
2392	1.69111	0.0259986	1.72005	0.0289986
2430	1.35821	0.0330021	1.32166	0.0319989
2423	1.20108	0.032001	1.16904	0.0280032
2446	0.96209	0.0339975	0.933534	0.0349982
2474	0.818075	0.0339997	0.753129	0.0309992
2446	1.286	0.0339983	1.23075	0.034996
2467	1.17602	0.0310001	1.15899	0.0330029
2480	1.06403	0.0330005	1.03452	0.0320022
2471	1.05683	0.0360003	0.999123	0.0279984
2512	1.113	0.0369992	1.07123	0.0300009
2496	1.356	0.0363426	1.26196	0.0330007
2485	1.3273	0.0340011	1.25302	0.0350041
2494	1.46543	0.029999	1.503	0.036001
2537	1.13957	0.0739989	1.10296	0.0329995
2549	1.23068	0.0369983	1.16	0.0349998
2564	0.862001	0.0370004	0.799998	0.0379996
2549	1.12534	0.0369995	1.04207	0.0310013
2572	1.46096	0.0809977	1.435	0.0370021
2585	1.71532	0.0789986	1.68664	0.0359976
2626	1.93331	0.0360048	1.87835	0.0379984
2658	1.17566	0.0379982	1.08306	0.0369995
2669	0.917	0.0359976	0.828062	0.0359998
2643	1.30066	0.0390003	1.25607	0.0380018
2668	1.30538	0.0389993	1.25499	0.039001
1048	0.22005	0.00900412	0.215999	0.0109978
1076	0.277002	0.0120025	0.272	0.0100005
1123	0.318998	0.0109997	0.282995	0.0110004
1169	0.38293	0.0210011	0.344002	0.00799704
1218	0.306	0.0119991	0.298069	0.0119991
1275	0.225002	0.0119987	0.205996	0.0120029
1295	0.418009	0.0139914	0.382574	0.0120032
1352	0.283995	0.0140028	0.251996	0.0139997
1396	0.371001	0.0303626	0.323	0.0170004
1411	0.40804	0.0160012	0.368998	0.0110009
1443	0.388002	0.0150015	0.339999	0.0150001
1471	0.445998	0.0159991	0.422997	0.0150006
1481	0.306515	0.0160007	0.305055	0.0119982
1530	0.292001	0.0160015	0.277014	0.0169997
1527	0.382432	0.0159998	0.390003	0.0169973
1551	0.425999	0.0150008	0.407002	0.0159965
1553	0.517005	0.0169997	0.503	0.0169985
1566	0.487438	0.0159962	0.500001	0.0159996
1615	0.410553	0.0169928	0.424508	0.0160017
1624	0.409601	0.017	0.369001	0.0139999
1644	0.446529	0.0180011	0.429001	0.0119982
1689	0.521	0.0179985	0.484577	0.0170033
1705	0.539189	0.0179992	0.511044	0.0170019
1740	0.545003	0.0199976	0.492998	0.0180001
1789	0.379001	0.0210009	0.342999	0.0200012
1774	0.485996	0.0210006	0.430997	0.0159998
1831	0.579998	0.0200016	0.549001	0.0220006
1905	0.449003	0.021996	0.407355	0.0180042
1902	0.51006	0.0229986	0.497002	0.0239959
1893	0.514999	0.0230017	0.519611	0.0229993
1879	0.512071	0.0190003	0.512001	0.0229998
1870	0.4	0.0220008	0.382998	0.0230002
1850	0.466001	0.023999	0.469	0.0219991
1831	0.590079	0.0220025	0.571	0.0179992
1824	0.539222	0.0213599	0.541999	0.0200005
1792	0.565021	0.019995	0.543004	0.0189955
1792	0.460934	0.0195205	0.443001	0.0149994
1820	0.508461	0.0220001	0.456639	0.0189996
1804	0.670519	0.0209992	0.658063	0.0190022
1774	0.510004	0.0189989	0.500006	0.0199921
1813	0.827001	0.0179985	0.804039	0.016
1884	0.605972	0.0209997	0.604338	0.0210013
1900	0.643997	0.0230021	0.665002	0.0230005
1952	0.616996	0.0219982	0.623696	0.0249994
2000	0.587998	0.0240004	0.59	0.0180006
2048	0.724	0.0240006	0.703042	0.0199988
2073	0.711162	0.0250015	0.698002	0.0259955
2074	0.851037	0.0270002	0.860758	0.0250008
2098	0.545053	0.0269997	0.534072	0.0250027
2089	0.598002	0.0259945	0.557033	0.0250149
2120	0.808898	0.0260017	0.798459	0.0250018
2099	0.819841	0.0260019	0.799508	0.026
2087	0.781007	0.026993	0.789999	0.0260029
2056	0.844999	0.0250025	0.856004	0.018995
2066	1.056	0.0259979	1.0632	0.0230002
2056	0.53004	0.0250018	0.500998	0.0250008
2021	0.662998	0.0260015	0.629002	0.025002
2015	0.695002	0.0249996	0.669053	0.0219998
2010	0.890566	0.0239971	0.85728	0.0200007
2002	0.844522	0.0249987	0.840405	0.0240338
1987	0.831889	0.0229964	0.810441	0.0239971
2009	0.693999	0.0249984	0.710253	0.0240002
2021	1.165	0.0229969	1.17304	0.0230007
2049	0.599001	0.0189977	0.595	0.0209982
2055	0.907002	0.0249975	0.882057	0.0209997
2073	0.933996	0.0260139	0.878998	0.0239985
2067	0.764999	0.0239985	0.720923	0.0250051
2064	0.616268	0.0169966	0.5976	0.0209992
2078	0.655006	0.0269964	0.651999	0.0290008
2069	1.041	0.0249994	1.03753	0.0269971
2115	0.979516	0.0269985	0.958816	0.0239999
2160	1.041	0.0280006	0.996557	0.0269983
2167	0.638001	0.0299995	0.58707	0.0280008
2141	0.811988	0.0279946	0.738999	0.027
2141	1.049	0.029001	0.927561	0.0249987
2170	0.750467	0.027998	0.724998	0.0179992
2211	0.831005	0.0299954	0.846358	0.0280006
2219	0.97707	0.0259993	0.975998	0.0290012
2220	0.898998	0.0259986	0.89	0.0266089
2220	0.768625	0.0290017	0.742009	0.0270016
2230	0.749527	0.0309949	0.706202	0.0269992
2226	1.03953	0.0299952	0.978999	0.0300004
2207	0.960002	0.0289972	0.936587	0.0290005
2172	1.30502	0.0310011	1.13505	0.0280035
2229	0.728001	0.0279984	0.703062	0.0289991
2251	1.11053	0.0310004	1.12401	0.0309963
2294	1.73898	0.0309935	1.71501	0.0270007
2343	1.051	0.035001	0.982239	0.0369995
2338	1.362	0.032999	1.2715	0.0310006
2389	1.04902	0.0320044	0.99	0.0300004
2374	1.2175	0.0309987	1.20303	0.033005
2412	0.96013	0.0309963	0.96261	0.0259986
2422	0.982182	0.0330005	0.946263	0.0290012
2444	1.3402	0.0349994	1.24605	0.0300007
2458	1.466	0.0395391	1.33892	0.03
2497	1.56206	0.0360024	1.44494	0.0349946
2483	0.960001	0.037991	0.990519	0.0370016
2509	0.82704	0.0349925	0.813998	0.0359983
2493	1.35287	0.0359936	1.25622	0.0309956
2470	1.34461	0.0369973	1.22007	0.0320008
2512	2.03886	0.036	1.79577	0.032001
2534	1.51031	0.0380001	1.42099	0.035001
2546	1.35318	0.0389979	1.28941	0.0350034
2547	1.06143	0.0409975	0.952932	0.0309997
2563	0.882999	0.0380001	0.798544	0.035522
2592	1.35412	0.0330012	1.29112	0.0340028
2599	1.30991	0.0379975	1.228	0.0380013
2600	1.17012	0.0389969	1.15625	0.0379996
2586	1.114	0.0400043	1.08999	0.037003
2600	1.22	0.0389984	1.09358	0.0340002
2607	1.45001	0.0390017	1.34102	0.0380006
2622	1.44108	0.037003	1.32092	0.0369978
2608	1.61452	0.039995	1.53825	0.0379999
2663	1.23326	0.048996	1.22619	0.0370035
2668	1.388	0.0410028	1.268	0.0339994
2692	0.933519	0.0409935	0.878024	0.0390022
2680	1.26952	0.0380039	1.12507	0.0389984
2702	1.61397	0.0409999	1.50892	0.0379996
2714	1.89255	0.0389965	1.81075	0.0400004
2728	2.09724	0.0439992	1.9705	0.0390024
2786	1.27514	0.0410008	1.155	0.0379989
2781	0.894565	0.0420005	0.903384	0.0409992
2768	1.379	0.0439992	1.34363	0.0449989
2783	1.43653	0.0386343	1.3976	0.0409985
