"","ins_rcl","ins_prec","del_rcl","del_prec","eins_rcl","eins_prec","edel_rcl","edel_prec"
"1",0,0,0,0,0.028039,0.01,0,-0.00980400000000003
"2",0,0,0,0,0.027934,0.007934,0,0
"3",0,0,0,0,0.03,0.01,0,0
"4",0,0,0,0,-0.089004,0.00228400000000006,0,-0.055556
"5",0,-0.015957,0,0,-0.250209,-0.024639,0,-0.010638
