node_ins_recall	node_ins_precision	node_del_recall	node_del_precision	edge_ins_recall	edge_ins_precision	edge_del_recall	edge_del_precision
0.126126	1	0.990991	0.984685	0.916634	0.935114	1	0.972973
0.126126	1	1	0.984685	0.918479	0.996461	1	1
0.126126	1	1	0.984685	0.902778	0.993694	1	0.927928
0.126126	1	1	0.984685	0.894906	0.9001	1	0.846847
0.126126	1	0.995495	0.975676	0.862895	0.760811	1	0.720721
