node_ins_recall	node_ins_precision	node_del_recall	node_del_precision	edge_ins_recall	edge_ins_precision	edge_del_recall	edge_del_precision
0.111111	1	0.919192	0.861111	0.95942	1	1	0.646465
0.10989	1	1	0.895604	0.849102	0.687454	1	0.428571
0.111111	1	0.853535	0.818182	0.930544	0.993266	1	0.525253
0.103093	1	0.927835	0.899485	0.939826	0.995991	1	0.597938
0.114583	1	0.947917	0.90625	0.83175	0.718138	1	0.3125
