1378.98	1668.19	551.608	692.859	346.457
1295.07	906.953	380.033	403.005	445.347
929.73	776.783	640.69	257.037	518.212
985.65	1016.32	543.302	427.633	345.578
608.908	885.555	388.603	348.385	524.001
1261.95	559.622	513.716	358.303	301.5
633.623	400.652	398.613	370.451	411.569
367.003	486.319	324.821	428.727	759.662
467.946	516.324	419.729	400.627	757.896
296.197	944.875	307.089	571.136	375.432
336.857	309.983	513.006	871.89	360.627
415.23	263.764	386.425	313.962	362.05
196.724	454.127	334.753	361.335	348.401
486.68	238.579	348.85	696.853	398.407
385.4	469.042	287.471	414.501	527.781
388.792	673.813	223.582	254.575	326.14
229.006	451.314	512.515	400.592	391.403
481.093	261.931	361.306	315.916	417.421
193.942	226.662	554.051	445.798	286.208
772.365	425.066	252.477	227.506	408.517
697.181	438.703	318.456	400.913	369.026
136.621	433.66	661.437	536.667	386.423
357.025	434.93	372.786	618.668	460.379
422.638	1025.52	552.547	255.357	406.817
445.116	911.24	291.221	391.274	310.473
402.64	992.491	612.572	351.235	394.624
208.347	472.846	347.468	407.161	613.251
668.441	460.069	325.533	250.452	351.542
195.207	1080.87	321.574	322.915	402.211
422.335	444.321	281.357	379.431	522.443
318.923	444.926	441.312	347.856	424.92
246.625	437.473	398.706	304.082	541.175
376.404	439.417	314.934	337.886	360.561
353.279	378.585	255.238	362.058	453.11
383.671	732.762	221.224	443.288	544.112
194.757	454.149	258.501	250.049	476.91
365.696	497.019	251.579	248.524	268.972
359.149	385.292	387.816	296.975	534.69
316.835	467.301	286.232	342.971	277.727
292.634	455.285	285.694	349.115	396.945
192.054	817.308	439.58	323.489	814.928
404.728	244.014	668.801	390.449	261.007
812.784	845.467	333.434	605.369	370.757
325.722	252.21	389.23	339.945	359.386
651.964	377.024	529.96	518.681	405.705
297.01	381.583	324.026	384.019	345.501
314.802	433.954	328.157	286.106	788.201
271.534	389.705	393.946	330.211	375.496
585.869	463.884	380.68	355.315	288.569
306.459	475.42	376.56	244.039	400.359
355.413	492.913	325.179	454.435	478.902
416.815	594.094	828.914	290.204	456.137
431.32	1431.37	269.141	374.294	237.691
336.338	474.387	462.067	550.065	333.707
358.406	244.287	291.508	345.994	425.343
335.901	1070.74	368.535	279.935	343.427
314.79	460.719	325.976	459.701	340.759
342.812	429.742	519.446	101.594	317.779
602.046	462.237	348.091	338.662	386.459
795.179	443.913	464.458	376.721	417.011
387.168	1023.64	319.463	185.818	381.461
383.708	444.255	262.769	236.948	329.833
395.953	464.125	496.368	548.503	535.215
308.111	449.217	362.249	640.937	264.06
284.895	503.943	278.783	357.892	479.294
446.466	248.308	583.067	385.956	356.92
262.494	252.362	540.126	211.384	270.009
602.478	837.856	314.979	376.483	319.14
416.107	452.015	207.785	538.217	360.445
320.335	302.058	540.947	590.197	599.655
168.924	251.924	257.376	390.02	309.798
226.731	439.134	378.242	412.365	310.849
654.032	1358.69	399.792	483.518	337.004
249.034	813.121	505.189	300.282	361.031
365.998	470.287	321.832	372.728	760.655
344.452	229.964	343.371	400.895	268.362
346.329	438.259	381.592	684.615	371.751
390.965	448.566	385.178	456.735	335.356
786.121	1505.27	183.791	330.432	359.53
254.06	447.736	905.133	333.888	573.963
157.275	249.714	416.138	296.154	392.892
216.728	1055.15	243.083	476.444	268.058
433.099	586.116	304.473	972.503	360.046
931.685	233.661	409.21	436.672	466.701
382.449	376.67	855.261	339.499	386.894
527.422	268.222	308.67	476.255	354.764
354.752	423.597	275.62	466.636	504.939
570.928	256.626	275.18	558.105	392.881
328.438	248.933	449.521	340.876	355.678
141.606	487.112	199.401	255.567	829.075
402.153	538.972	341.598	336.671	404.756
615.216	323.767	296.281	393.037	510.298
570.757	632.008	366.322	741.006	292.375
523.177	381.3	385.698	329.427	583.915
558.393	725.886	250.281	332.56	345.473
407.616	452.625	363.285	378.746	288.657
310.239	455.738	315.486	300.895	239.39
581.753	458.65	601.991	540.845	532.495
242.559	1428.03	241.907	434.555	256.606
502.686	331.503	249.496	511.066	219.084
398.655	424.998	169.345	298.965	208.893
254.144	233.999	372.087	382.668	495.421
540.973	403.989	237.383	232.514	556.588
386.557	429.595	281.002	389.322	463.995
263.502	433.706	333.691	332.637	406.843
541.951	842.352	286.347	329.014	207.827
347.711	491.115	563.059	334.814	324.892
303.828	242.727	432.065	201.435	512.825
441.826	436.872	405.482	553.709	257.439
400.268	428.885	242.817	363.508	392.9
215.599	452.996	305.55	308.138	351.699
541.059	362.168	208.573	231.682	328.183
373.565	319.328	260.428	425.323	763.871
359.155	485.294	269.561	327.984	298.381
303.361	446.572	448.154	299.057	296.012
302.482	1552.38	343.981	670.992	223.833
399.925	477.994	231.055	701.531	298.041
871.392	245.856	352.636	650.831	473.289
448.946	419.217	310.187	354.933	525.304
474.935	607.762	601.39	300.11	500.165
336.054	841.891	279.183	557.714	482.469
661.697	420.368	309.29	655.095	346.961
535.866	420.28	258.934	359.178	279.869
579.738	436.103	452.924	548.65	246.667
979.392	980.961	427.512	603.684	441.985
312.838	239.095	313.158	347.942	246.101
308.266	287.808	233.127	323.167	461.959
315.29	448.846	360.982	260.093	239.135
390.313	437.305	185.89	364.2	357.102
311.577	426.154	337.449	468.611	322.441
290.575	219.414	310.112	298.001	600.123
394.753	670.033	554.028	737.719	444.291
409.069	441.558	316.854	248.502	244.354
284.154	375.192	233.451	388.408	377.778
317.91	422.236	243.154	608.212	225.706
493.946	387.425	341.255	305.173	243.391
215.875	999.443	307.927	956.9	349.654
