443.757	1481	659.182	511.69	636.196
266.546	1324.41	798.946	721.229	623.783
322.13	815.248	123.597	294.796	392.971
391.87	537.448	266.394	391.184	412.876
394.766	583.605	483.644	394.314	387.527
320.495	296.774	431.806	554.873	317.248
413.637	522.762	452.745	571.084	341.498
491.158	368.133	455.023	299.119	329.882
405.217	389.49	566.667	578.661	399.913
404.744	399.244	451.059	405.677	380.886
366.913	528.119	333.534	597.551	323.278
367.706	830.866	404.792	343.34	696.91
365.891	352.438	400.986	405.991	352.463
268.991	387.385	972.774	212.026	671.251
357.358	372.865	409.102	401.749	1064.5
369.684	456.661	503.262	301.222	430.038
342.593	664.473	426.142	466.386	377.208
400.615	391.018	332.879	560.016	731.689
261.204	391.217	592.972	617.522	664.034
357.376	207.693	396.913	676.735	423.332
242.167	392.119	398.455	340.982	652.636
410.435	310.465	242.198	377.733	237.85
311.441	540.719	183.114	870.674	309.084
407.363	332.224	351.818	335.994	447.717
371.846	411.557	394.216	382.817	370.631
477.903	371.433	332.995	365.298	496.533
364.524	563.606	604.604	334.708	351.536
401.083	412.017	239.428	359.656	219.456
218.023	641.791	336.32	244.559	572.886
658.05	337.024	448.145	643.164	564.264
685.15	498.831	356.562	462.35	235.78
618.114	611.384	278.735	348.573	461.075
399.186	307.781	397.613	545.479	364.693
322.015	220.146	648.946	538.61	402.104
406.138	526.55	495.251	334.112	583.46
264.673	202.26	552.858	378.504	250.656
240.657	718.785	365.229	504.877	256.321
373.209	792.623	272.309	424.404	335.507
645.614	299.242	297.638	446.192	225.762
353.917	539.292	331.683	353.055	412.278
625.921	339.413	244.799	381.921	431.242
523.454	518.522	420.011	600.882	357.344
405.888	459.789	568.966	391.387	761.858
344.726	613.624	773.876	296.838	340.657
398.084	466.762	358.136	426.674	385.598
217.445	503.215	225.001	331.078	598.235
338.474	225.702	389.023	377.552	623.61
1572.32	455.419	622.484	277.745	374.009
778.218	525.141	586.873	184.768	216.826
313.823	514.56	293.851	532.223	378.977
343.233	355.204	420.069	340.635	383.27
720.088	370.711	422.737	382.074	232.561
786.478	349.142	209.491	328.987	376.285
462.493	367.776	477.304	307.741	200.698
225.186	505.621	460.613	439.897	384.138
374.751	354.377	568.643	404.639	215.835
614.093	334.945	501.493	590.887	532.597
341.817	259.264	386.257	325.481	576.736
380.073	423.074	393.132	323.606	341.908
394.155	398.368	563.898	627.43	297.666
237.381	549.489	664.332	338.679	312.005
365.257	523.835	243.757	380.508	546.764
408.714	325.524	379.292	545.733	727.785
255.345	818.044	302.547	594.221	371.312
362.091	406.76	428.852	524.197	397.306
246.965	700.239	270.127	628.89	396.585
311.38	272.973	436.658	341.171	270.953
411.018	434.905	385.455	481.047	246.374
268.932	444.72	366.223	201.791	349.899
784.994	243.452	220.701	246.108	383.473
401.777	442.642	282.865	366.471	551.895
343.775	533.073	315.361	307.328	357.592
377.869	402.686	383.08	300.966	548.395
1152.88	355.591	211.446	560.429	500.5
639.709	340.758	383.851	255.25	571.792
308.029	322.811	353.213	469.896	292.508
304.692	308.539	402.746	292.269	714.844
334.859	351.746	914.757	431.744	350.3
205.193	394.709	583.096	226.8	334.349
239.4	397.803	223.002	712.827	398.415
425.697	534.824	325.844	667.241	648.917
200.742	479.445	339.583	392.454	467.784
355.566	549.669	402.584	356.358	332.881
1459.39	340.646	343.876	438.423	337.141
403.502	547.253	536.909	405.139	327.784
395.294	539.031	387.693	344.459	333.465
393.89	343.256	407.953	444.877	390.156
642.429	257.271	371.843	307.768	469.812
218.437	358.685	305.413	476.545	351.215
242.664	336.964	457.184	315.681	371.975
366.564	354.048	619.851	464.69	373.345
220.968	331.391	463.939	352.408	310.62
408.795	550.25	236.408	245.356	547.173
362.949	485.724	388.729	336.269	388.098
269.348	684.035	352.997	739.096	556.018
652.984	384.322	569.843	365.612	431.151
235.792	387.216	380.055	296.327	422.229
710.897	363.272	426.649	654.4	308.121
723.428	289.182	131.551	295.191	318.326
713.694	551.035	315.019	408.862	347.426
306.53	409.446	355.075	535.342	377.975
359.785	332.381	969.071	393.64	186.966
768.125	336.295	419.408	284.387	339.861
242.7	310.591	377.886	381.209	305.851
395.193	326.434	345.32	296.494	384.953
348.66	688.576	384.672	320.005	881.129
400.144	398.03	652.04	395.119	453.314
254.219	417.715	306.565	451.008	344.047
894.851	331.437	350.16	698.767	755.116
355.586	305.097	257.289	364.358	311.242
345.089	530.504	495.609	347.144	176.608
