1.09605e+08	7.72565e+06	6.26274e+07
9.31989e+07	8.54229e+06	4.97385e+07
7.18468e+07	3.27895e+06	3.12435e+07
7.41435e+07	2.85816e+06	3.09857e+07
4.35184e+07	2.90072e+06	2.46746e+07
3.43316e+07	2.37809e+06	5.74377e+07
4.47259e+07	2.66707e+06	1.4269e+07
2.0682e+07	1.26033e+06	2.12973e+07
1.4608e+07	4.51511e+06	1.04866e+07
1.59763e+07	1.18131e+06	2.37131e+07
1.77551e+07	827309	3.73632e+06
6.47187e+06	786294	2.66335e+06
7.58554e+06	1.68306e+06	1.70988e+06
4.76309e+06	352769	1.29494e+06
8.3737e+06	376482	743684
1.84385e+06	482772	512520
1.92506e+06	291392	524123
1.71392e+06	132954	1.73097e+06
2.61875e+06	104202	3.14322e+06
382856	147216	3.80809e+06
54222.2	73686.9	77375.7
483492	248998	137864
449336	53316.7	105982
210055	189712	1.64555e+06
43633.9	203779	90552.9
127898	84847.7	1.40569e+06
1.52775e+06	133988	42852.9
454403	71801.3	662272
21120.7	77423.8	555546
426034	232312	400451
94653.3	52052.5	5747.96
236017	196889	67561.6
24065.7	93628.3	2378.08
227186	120869	11880.6
8756.01	128563	1449.71
38690.8	91639.8	1203.55
22164.5	110648	58086.4
2478.9	99115.2	2994.5
42007.4	53779.8	1937.16
66693.1	89145.1	814.099
276042	71015.6	760.605
3383.63	71914.1	350.864
20267.3	66152.1	1279.63
56859	15496.6	217.202
49968.7	63144	424.404
7034.29	67072.4	5235.31
6507.3	61354.5	896.953
2582.13	15414.3	486.266
1657.33	72613.7	238.073
2731.03	81387.4	299.352
2397.78	73726.1	2210.29
2541.27	57581.3	186.387
1434.89	15163.2	211.208
1152.08	45550.1	180.184
3719.17	60111.8	863.333
2329.83	57894.2	193.674
1306.21	64977.5	193.343
9561.91	20723.7	219.182
1180.27	83856.9	182.56
1425.1	52971	217.355
2653.52	68888.1	257.193
1176.84	74214.3	226.74
1291.16	68213.4	276.991
3720.99	11142.2	303.419
2477.66	74256.5	187.809
1255.58	75546.4	235.161
1191.39	51379.4	203.676
903.374	48114	180.051
315.946	42671.8	193.54
281.703	16362.7	178.799
582.995	35387.5	297.756
410.324	71798.1	409.359
2176.47	59944	354.868
1516.4	34636.4	191.094
1232.49	68693.8	309.807
495.145	55658.2	295.411
364.162	39716.2	402.685
924.939	57462.6	376.091
219.6	12234.3	316.316
1181.1	37918.6	428.437
554.972	34112	355.502
833.83	31861.7	418.38
14018.9	37812.3	198.562
358.374	38297.7	244.883
629.879	55087.7	289.714
1093.87	45168.5	204.917
1370.28	10411.4	437.832
1406.93	46325.9	190.405
1169.32	8273.69	179.238
1426.93	11748.1	241.377
1143.66	6596.71	442.984
1194.77	5156.01	198.876
1251.56	6792.72	191.028
