node_ins_recall	node_ins_precision	node_del_recall	node_del_precision	edge_ins_recall	edge_ins_precision	edge_del_recall	edge_del_precision
0.178218	1	1	0.939026	0.892466	1	1	0.980198
0.183673	1	1	0.905187	0.808721	0.736005	1	0.693878
0.0940171	1	1	0.974359	0.817672	0.667766	1	0.811966
0.114286	1	0.996825	0.959524	0.857019	0.704717	1	0.92381
0.109091	1	1	0.948561	0.829678	0.754556	1	0.8
