1.00725e+10	5.73127e+10	6.47557e+10
2.27697e+10	2.40986e+10	1.14781e+11
5.34476e+10	1.67074e+10	2.41483e+10
1.48061e+10	1.20526e+10	1.92013e+10
6.73433e+09	8.63072e+09	1.26384e+10
4.11863e+09	8.51218e+09	9.25773e+09
1.71696e+09	2.53807e+10	6.8283e+09
1.00845e+09	1.02349e+10	7.46179e+09
9.73662e+09	4.12204e+09	3.9237e+09
6.44154e+08	9.37803e+09	2.83695e+09
4.99621e+08	1.51156e+09	2.12928e+09
1.15655e+09	1.7046e+09	1.92494e+09
3.07267e+09	1.19949e+09	4.32407e+09
6.32531e+08	7.48257e+08	1.19846e+09
4.52661e+08	6.14109e+08	9.0712e+08
5.00149e+08	4.585e+08	2.26148e+09
9.97688e+07	3.54412e+08	5.43589e+08
9.55919e+07	4.31439e+08	8.96397e+08
2.57086e+08	2.27148e+08	4.12304e+08
1.0204e+08	2.09665e+08	4.73131e+08
1.81831e+09	2.46157e+08	1.28516e+09
6.87873e+07	1.65832e+08	2.55769e+08
5.28608e+07	1.57624e+08	1.81766e+08
1.56303e+08	3.5494e+08	2.89079e+08
6.90499e+07	8.90779e+07	1.97991e+08
7.86184e+07	1.28275e+08	1.69913e+08
7.56079e+07	7.04628e+07	1.3983e+08
2.21187e+07	5.66525e+07	9.50075e+07
3.34041e+07	1.35371e+08	6.15668e+08
9.71939e+07	1.42487e+08	1.01678e+08
1.3372e+08	4.93831e+07	7.88099e+07
2.71709e+08	6.52775e+07	1.84201e+08
4.21156e+07	4.77464e+07	9.19736e+07
2.73505e+07	5.3983e+07	5.18659e+07
4.9987e+07	3.52893e+07	1.64139e+08
2.28545e+07	2.89788e+07	2.23813e+08
3.79491e+07	2.58842e+07	1.04314e+08
2.20562e+07	2.4655e+07	4.96327e+07
1.82553e+07	1.29395e+08	7.74931e+07
6.28145e+07	7.64506e+07	9.98983e+07
2.90525e+07	1.91498e+07	3.89907e+07
3.05341e+07	2.22537e+07	3.71829e+07
7.71313e+07	1.87488e+07	2.38413e+07
5.84744e+07	2.89481e+07	2.76526e+07
1.59486e+08	1.87959e+07	2.62176e+07
2.25964e+07	1.72743e+07	4.56764e+07
8.51037e+07	5.56429e+07	2.3554e+08
2.52617e+07	2.17791e+07	2.31677e+07
5.0594e+07	1.54821e+07	1.79372e+07
1.44895e+07	2.21134e+07	1.57976e+08
2.6194e+07	3.24498e+07	2.30357e+07
1.9555e+07	2.54798e+07	1.77217e+07
7.39937e+07	2.50389e+07	2.36035e+07
6.511e+06	2.04341e+07	1.77926e+07
1.97486e+07	2.01156e+07	3.43265e+07
1.81054e+07	6.91561e+07	1.63524e+08
2.86266e+08	1.2837e+07	3.00731e+08
1.12309e+07	9.69972e+07	2.32489e+07
1.8367e+07	1.8507e+07	3.64301e+07
9.90026e+06	3.50586e+07	1.23998e+08
2.29922e+07	1.09396e+07	2.03078e+07
1.87949e+07	8.592e+06	2.27972e+07
3.56842e+07	1.10651e+07	2.37487e+07
1.46951e+08	1.12678e+07	1.62849e+07
2.74474e+07	1.20633e+07	1.14485e+07
2.21466e+07	1.14211e+07	1.08954e+08
1.16661e+08	1.18905e+07	1.10077e+08
1.86434e+07	1.62285e+07	1.59178e+08
1.74372e+07	1.09747e+07	1.70675e+07
1.0019e+07	1.46393e+07	3.78233e+07
6.18634e+07	1.62636e+07	3.45392e+07
1.32617e+07	1.27212e+07	9.70548e+06
4.19917e+06	2.73472e+07	2.29155e+08
1.01864e+08	3.46017e+07	1.18662e+07
2.02597e+07	1.02445e+07	1.67935e+07
5.33751e+06	2.37999e+07	1.73546e+07
1.77827e+07	1.03912e+07	1.58691e+07
1.1042e+08	9.581e+06	1.35505e+07
5.16743e+06	2.48e+07	1.26248e+07
1.14345e+07	1.54888e+07	1.03689e+07
7.60082e+07	8.29924e+06	1.18939e+07
2.11909e+07	1.329e+07	9.25104e+06
8.16872e+07	1.02404e+07	1.34208e+07
1.1798e+07	5.34236e+07	8.85068e+06
7.085e+06	9.50815e+06	1.06693e+07
6.46154e+06	1.37078e+07	1.504e+07
2.72971e+07	6.86853e+06	1.56205e+07
3.11422e+07	1.28404e+07	1.84515e+07
1.13996e+07	1.26151e+07	1.02732e+07
4.55009e+06	1.10697e+07	1.6173e+07
1.96611e+06	1.45216e+07	7.1041e+06
5.74079e+07	9.83538e+06	8.83877e+06
2.68248e+07	8.0802e+06	1.47061e+07
6.22206e+06	6.0873e+07	1.24925e+07
2.32834e+06	6.06326e+06	5.99391e+07
4.6522e+06	7.99744e+06	1.02756e+07
2.25554e+07	1.17661e+07	1.19834e+07
2.29447e+06	4.84556e+07	8.45194e+06
5.68062e+06	1.46418e+07	1.46486e+08
4.48335e+06	1.59055e+07	4.12393e+07
7.21517e+06	1.01628e+07	3.01856e+07
4.87638e+06	2.7013e+07	7.54746e+06
1.43237e+07	4.30152e+07	5.63817e+07
1.92606e+07	1.09249e+07	8.32247e+07
4.9922e+06	1.46662e+07	3.91778e+07
2.42648e+06	1.52125e+07	1.02346e+07
1.78122e+07	5.64017e+06	2.73413e+07
1.99649e+06	5.51409e+06	8.29966e+06
9.5037e+06	9.82886e+06	1.15899e+07
2.08594e+06	9.46799e+06	6.15496e+06
8.36013e+06	5.64209e+06	6.45828e+06
4.84264e+07	6.72728e+06	8.04054e+06
1.56114e+07	6.71778e+06	7.33472e+06
2.68475e+06	1.76152e+07	9.28373e+06
3.76509e+07	8.94753e+06	1.22886e+08
4.47722e+07	9.14686e+06	7.6697e+06
6.25628e+06	1.26851e+07	6.81151e+06
3.44628e+06	1.16157e+07	6.08519e+06
2.00773e+07	1.00723e+07	4.99084e+07
3.59914e+07	5.34358e+06	5.56128e+06
3.34261e+07	6.19071e+06	6.03488e+06
1.67022e+06	4.09549e+06	5.95197e+06
2.25552e+06	1.62858e+07	5.73027e+06
3.57404e+06	5.44211e+06	4.63485e+06
1.31599e+07	9.62571e+06	1.02982e+07
4.42477e+07	7.7879e+06	5.62037e+06
1.37629e+06	1.89041e+07	5.50503e+06
7.53425e+06	4.23713e+06	3.0682e+07
3.38898e+06	2.85889e+07	5.03713e+06
2.34614e+06	3.69788e+06	3.7502e+07
2.01867e+07	1.75868e+07	5.06555e+07
2.59634e+07	7.80389e+06	3.07398e+07
2.612e+07	7.6641e+06	4.41608e+06
2.97382e+06	6.99547e+06	5.04486e+06
878943	7.18322e+06	5.30293e+06
3.99745e+06	3.71794e+06	3.79399e+06
2.10369e+06	4.78175e+06	1.7125e+07
1.98248e+06	6.49593e+06	6.25506e+06
1.91272e+06	1.62899e+07	3.10039e+07
2.38815e+06	4.68263e+07	4.95932e+06
6.88939e+06	8.85189e+06	1.05178e+07
1.88032e+06	5.93439e+06	6.16282e+06
1.84085e+07	3.27344e+06	5.18687e+06
3.53117e+07	4.818e+06	4.55235e+06
1.35181e+07	1.41402e+07	4.08907e+06
2.71501e+07	5.56714e+06	4.77401e+07
2.51251e+06	6.86673e+06	4.15435e+06
3.45824e+06	1.68235e+07	4.51229e+06
958085	4.03698e+06	2.02981e+07
2.25628e+06	1.90108e+07	2.44172e+07
780259	1.13605e+07	6.06765e+06
6.24891e+06	5.981e+06	3.75162e+06
1.33391e+06	5.61813e+06	5.17394e+06
2.64681e+06	1.79813e+07	6.13362e+06
3.33845e+06	6.79341e+06	3.88864e+06
1.1112e+06	1.00922e+07	6.28447e+06
1.40593e+06	3.24106e+06	4.14587e+07
2.50255e+06	4.66581e+06	6.03097e+06
2.02029e+06	3.23521e+06	4.0758e+06
2.95384e+06	2.18888e+07	2.07207e+07
1.06184e+06	9.29872e+06	4.71801e+06
815306	3.01016e+06	3.78568e+06
947957	9.13491e+06	3.75616e+06
2.14915e+06	1.49203e+07	3.85439e+06
1.12655e+06	3.53279e+06	9.40862e+06
3.98954e+06	5.00946e+06	3.78335e+06
9.53775e+06	3.54614e+06	5.03977e+06
2.47149e+06	1.28518e+07	2.08909e+07
3.21653e+06	4.72953e+06	3.08004e+06
1.46289e+06	2.94004e+06	3.70338e+06
1.97416e+07	3.44908e+06	4.089e+06
1.68823e+06	2.33646e+07	3.21982e+06
1.31106e+06	3.06787e+07	1.06449e+07
2.39025e+07	2.07309e+06	1.72202e+07
1.72607e+06	2.66871e+06	2.83952e+06
3.13829e+06	4.63597e+06	1.66662e+07
793965	4.95121e+06	3.3268e+06
1.28604e+06	2.20887e+06	1.29524e+07
2.85149e+06	2.54451e+07	3.67403e+06
