node_ins_recall	node_ins_precision	node_del_recall	node_del_precision	edge_ins_recall	edge_ins_precision	edge_del_recall	edge_del_precision
0.1	1	1	0.0605	1	1	1	1
0.04	1	1	0.0716	1	1	1	1
0.1	1	1	0.058	1	1	1	1
0.09	1	1	0.0613	1	1	1	1
0.05	1	1	0.0658	1	1	1	1
